session_date,source,sessions,bounce_rate
2025-03-25,google / cpc,25,0.471
2025-03-25,partner-network,5,0.691
2025-03-26,google-ads,23,0.425
2025-03-26,fb_paid,51,0.503
2025-03-26,(organic),6,0.347
2025-03-26,adwords,25,0.428
2025-03-26,FB,43,0.544
2025-03-26,partner-network,15,0.657
2025-03-26,adwords,37,0.481
2025-03-26,google / organic,6,0.329
2025-03-26,klaviyo,10,0.475
2025-03-27,organic,7,0.481
2025-03-27,partner-network,14,0.724
2025-03-27,partner-network,7,0.683
2025-03-27,meta / social,29,0.494
2025-03-27,google-ads,59,0.63
2025-03-27,Email,8,0.429
2025-03-27,email-campaign,11,0.449
2025-03-27,facebook / paid,22,0.515
2025-03-28,googleads,32,0.411
2025-03-28,facebook / paid,67,0.567
2025-03-28,partner-network,10,0.605
2025-03-28,google / organic,4,0.423
2025-03-28,Email,5,0.448
2025-03-28,AFFILIATE,8,0.577
2025-03-28,klaviyo,8,0.344
2025-03-28,googleads,32,0.542
2025-03-28,seo,3,0.333
2025-03-28,organic,1,0.337
2025-03-29,(organic),5,0.444
2025-03-29,aff,3,0.612
2025-03-29,meta / social,26,0.609
2025-03-29,affiliate / partner,5,0.666
2025-03-29,adwords,13,0.395
2025-03-29,email / newsletter,4,0.437
2025-03-29,seo,3,0.43
2025-03-29,email / newsletter,15,0.427
2025-03-29,meta / social,19,0.613
2025-03-29,partner-network,8,0.565
2025-03-29,googleads,23,0.438
2025-03-30,email / newsletter,9,0.45
2025-03-30,adwords,45,0.507
2025-03-30,adwords,29,0.523
2025-03-30,facebook / paid,27,0.554
2025-03-30,seo,1,0.434
2025-03-30,meta / social,30,0.593
2025-03-30,google / organic,4,0.387
2025-03-30,AFFILIATE,8,0.679
2025-03-30,(organic),3,0.424
2025-03-30,aff,9,0.675
2025-03-31,FB,36,0.617
2025-03-31,organic,4,0.39
2025-03-31,facebook / paid,42,0.709
2025-03-31,partner-network,19,0.596
2025-03-31,adwords,51,0.437
2025-03-31,email-campaign,5,0.402
2025-03-31,klaviyo,8,0.445
2025-03-31,seo,3,0.429
2025-04-01,partner-network,5,0.571
2025-04-01,klaviyo,7,0.493
2025-04-01,organic,6,0.46
2025-04-01,organic,8,0.414
2025-04-01,meta / social,31,0.67
2025-04-01,adwords,43,0.518
2025-04-01,AFFILIATE,10,0.58
2025-04-01,klaviyo,9,0.498
2025-04-01,google-ads,49,0.512
2025-04-01,fb_paid,24,0.635
2025-04-02,google / organic,4,0.438
2025-04-02,organic,6,0.41
2025-04-02,Email,11,0.298
2025-04-02,google-ads,86,0.486
2025-04-02,fb_paid,32,0.537
2025-04-02,aff,4,0.588
2025-04-02,AFFILIATE,5,0.615
2025-04-02,affiliate / partner,9,0.523
2025-04-02,FB,22,0.593
2025-04-03,partner-network,7,0.649
2025-04-03,google / cpc,54,0.461
2025-04-03,google / organic,4,0.361
2025-04-03,google / organic,5,0.407
2025-04-03,AFFILIATE,9,0.583
2025-04-03,meta / social,21,0.521
2025-04-03,klaviyo,9,0.453
2025-04-03,fb_paid,33,0.518
2025-04-04,FB,52,0.542
2025-04-04,aff,9,0.627
2025-04-04,email / newsletter,5,0.337
2025-04-04,google / cpc,23,0.428
2025-04-04,google / cpc,28,0.342
2025-04-04,organic,12,0.406
2025-04-04,Email,2,0.406
2025-04-04,affiliate / partner,7,0.604
2025-04-05,email-campaign,6,0.347
2025-04-05,organic,2,0.398
2025-04-05,googleads,30,0.367
2025-04-05,meta / social,42,0.502
2025-04-05,(organic),1,0.485
2025-04-05,affiliate / partner,4,0.678
2025-04-05,affiliate / partner,6,0.589
2025-04-05,organic,4,0.405
2025-04-05,partner-network,7,0.624
2025-04-05,google-ads,29,0.566
2025-04-05,email-campaign,5,0.48
2025-04-06,email-campaign,5,0.497
2025-04-06,FB,17,0.66
2025-04-06,adwords,70,0.567
2025-04-06,email / newsletter,4,0.431
2025-04-06,fb_paid,19,0.539
2025-04-06,AFFILIATE,12,0.682
2025-04-06,Email,2,0.426
2025-04-06,seo,12,0.412
2025-04-06,affiliate / partner,10,0.593
2025-04-07,Email,5,0.472
2025-04-07,(organic),6,0.47
2025-04-07,klaviyo,9,0.447
2025-04-07,fb_paid,43,0.581
2025-04-07,Email,7,0.413
2025-04-07,seo,5,0.295
2025-04-07,googleads,48,0.546
2025-04-07,AFFILIATE,18,0.656
2025-04-07,adwords,46,0.562
2025-04-08,Email,3,0.456
2025-04-08,seo,1,0.431
2025-04-08,FB,38,0.592
2025-04-08,google / organic,1,0.373
2025-04-08,googleads,33,0.483
2025-04-08,email / newsletter,4,0.379
2025-04-08,adwords,53,0.51
2025-04-08,google / organic,1,0.442
2025-04-08,aff,12,0.675
2025-04-08,AFFILIATE,5,0.739
2025-04-08,email / newsletter,6,0.446
2025-04-09,affiliate / partner,11,0.712
2025-04-09,googleads,95,0.519
2025-04-09,FB,25,0.59
2025-04-09,organic,5,0.411
2025-04-09,meta / social,29,0.498
2025-04-09,partner-network,8,0.59
2025-04-09,seo,3,0.376
2025-04-09,Email,15,0.51
2025-04-10,googleads,36,0.553
2025-04-10,google / cpc,20,0.55
2025-04-10,affiliate / partner,16,0.69
2025-04-10,(organic),12,0.386
2025-04-10,meta / social,45,0.577
2025-04-10,Email,20,0.433
2025-04-11,fb_paid,50,0.591
2025-04-11,partner-network,18,0.527
2025-04-11,google-ads,35,0.468
2025-04-11,google / organic,4,0.495
2025-04-11,seo,5,0.424
2025-04-11,AFFILIATE,12,0.668
2025-04-11,klaviyo,11,0.508
2025-04-11,googleads,28,0.465
2025-04-11,seo,3,0.432
2025-04-12,email / newsletter,7,0.411
2025-04-12,fb_paid,34,0.707
2025-04-12,Email,4,0.449
2025-04-12,(organic),3,0.398
2025-04-12,(organic),4,0.446
2025-04-12,adwords,23,0.462
2025-04-12,partner-network,10,0.66
2025-04-12,organic,1,0.51
2025-04-12,googleads,31,0.486
2025-04-13,organic,13,0.389
2025-04-13,Email,11,0.449
2025-04-13,AFFILIATE,16,0.664
2025-04-13,meta / social,18,0.619
2025-04-13,FB,13,0.519
2025-04-13,google / cpc,97,0.492
2025-04-14,partner-network,11,0.582
2025-04-14,Email,10,0.428
2025-04-14,email / newsletter,5,0.441
2025-04-14,meta / social,38,0.55
2025-04-14,seo,6,0.416
2025-04-14,adwords,55,0.44
2025-04-14,organic,9,0.42
2025-04-15,meta / social,70,0.781
2025-04-15,google-ads,78,0.464
2025-04-15,(organic),9,0.435
2025-04-15,email / newsletter,9,0.421
2025-04-15,email-campaign,9,0.444
2025-04-15,partner-network,6,0.733
2025-04-15,aff,11,0.579
2025-04-15,google / organic,5,0.325
2025-04-16,email-campaign,2,0.416
2025-04-16,organic,13,0.501
2025-04-16,partner-network,15,0.512
2025-04-16,FB,22,0.617
2025-04-16,email / newsletter,7,0.488
2025-04-16,googleads,37,0.45
2025-04-16,googleads,-52,0.47
2025-04-16,meta / social,15,0.624
2025-04-16,fb_paid,14,0.591
2025-04-17,google / cpc,26,0.524
2025-04-17,google-ads,17,0.406
2025-04-17,google / cpc,21,0.479
2025-04-17,aff,9,0.621
2025-04-17,fb_paid,20,0.645
2025-04-17,fb_paid,39,0.685
2025-04-17,partner-network,13,0.532
2025-04-17,email / newsletter,5,0.553
2025-04-17,google / organic,4,0.442
2025-04-17,seo,4,0.42
2025-04-17,FB,22,0.603
2025-04-17,klaviyo,5,0.442
2025-04-18,google / cpc,22,0.475
2025-04-18,(organic),1,0.369
2025-04-18,fb_paid,36,0.642
2025-04-18,google / cpc,21,0.424
2025-04-18,fb_paid,27,0.581
2025-04-18,seo,3,0.421
2025-04-18,aff,20,0.688
2025-04-18,google-ads,15,0.571
2025-04-18,email / newsletter,5,0.403
2025-04-18,email / newsletter,9,0.411
2025-04-19,email / newsletter,1,0.396
2025-04-19,google / organic,7,0.328
2025-04-19,affiliate / partner,3,0.79
2025-04-19,Email,8,0.502
2025-04-19,aff,5,0.685
2025-04-19,meta / social,15,0.563
2025-04-19,organic,5,0.471
2025-04-19,affiliate / partner,5,0.671
2025-04-19,googleads,72,0.494
2025-04-19,(organic),8,0.384
2025-04-19,meta / social,15,0.512
2025-04-20,meta / social,49,0.466
2025-04-20,google-ads,39,0.431
2025-04-20,organic,5,0.373
2025-04-20,googleads,48,0.599
2025-04-20,partner-network,8,0.575
2025-04-20,email / newsletter,4,0.412
2025-04-20,email / newsletter,7,0.361
2025-04-20,google / organic,4,0.325
2025-04-20,AFFILIATE,8,0.691
2025-04-20,aff,6,0.582
2025-04-21,google / cpc,33,0.513
2025-04-21,facebook / paid,50,0.522
2025-04-21,aff,5,0.66
2025-04-21,google-ads,27,0.495
2025-04-21,email-campaign,11,0.436
2025-04-21,adwords,22,0.471
2025-04-21,seo,2,0.394
2025-04-21,affiliate / partner,14,0.651
2025-04-21,seo,1,0.432
2025-04-21,seo,2,0.402
2025-04-22,Email,3,0.519
2025-04-22,meta / social,16,0.666
2025-04-22,meta / social,29,0.527
2025-04-22,seo,8,0.45
2025-04-22,googleads,24,0.524
2025-04-22,partner-network,20,0.626
2025-04-22,googleads,25,0.426
2025-04-22,google-ads,29,0.369
2025-04-22,(organic),10,0.38
2025-04-22,email / newsletter,5,0.369
2025-04-23,adwords,43,0.544
2025-04-23,partner-network,21,0.644
2025-04-23,adwords,46,0.407
2025-04-23,seo,4,0.473
2025-04-23,meta / social,61,0.527
2025-04-23,google / organic,6,0.391
2025-04-23,partner-network,7,0.584
2025-04-23,klaviyo,10,0.456
2025-04-24,seo,7,0.473
2025-04-24,AFFILIATE,13,0.535
2025-04-24,google-ads,-14,0.402
2025-04-24,email-campaign,7,0.412
2025-04-24,aff,11,0.619
2025-04-24,googleads,16,0.439
2025-04-24,meta / social,29,0.6
2025-04-24,Email,12,0.399
2025-04-24,meta / social,33,0.577
2025-04-25,email / newsletter,4,0.288
2025-04-25,klaviyo,6,0.518
2025-04-25,klaviyo,3,0.416
2025-04-25,google / organic,-7,0.404
2025-04-25,partner-network,5,0.671
2025-04-25,facebook / paid,30,0.635
2025-04-25,google-ads,31,0.425
2025-04-25,affiliate / partner,7,0.638
2025-04-25,adwords,33,0.563
2025-04-25,facebook / paid,26,0.52
2025-04-26,AFFILIATE,13,0.647
2025-04-26,FB,21,0.599
2025-04-26,seo,7,0.458
2025-04-26,email / newsletter,9,0.44
2025-04-26,google-ads,42,0.543
2025-04-26,google / cpc,18,0.429
2025-04-26,seo,4,0.375
2025-04-26,aff,9,0.539
2025-04-26,facebook / paid,12,0.57
2025-04-26,meta / social,11,0.504
2025-04-27,google / organic,13,0.458
2025-04-27,google / cpc,19,0.407
2025-04-27,facebook / paid,28,0.638
2025-04-27,klaviyo,13,0.419
2025-04-27,google / cpc,-20,0.5
2025-04-27,AFFILIATE,22,0.757
2025-04-27,facebook / paid,30,0.627
2025-04-27,adwords,15,0.423
2025-04-28,organic,6,0.442
2025-04-28,Email,3,0.457
2025-04-28,google-ads,14,0.526
2025-04-28,seo,3,0.512
2025-04-28,aff,5,0.578
2025-04-28,email / newsletter,8,0.516
2025-04-28,google / cpc,27,0.402
2025-04-28,googleads,20,0.476
2025-04-28,aff,13,0.695
2025-04-28,meta / social,46,0.587
2025-04-29,AFFILIATE,8,0.698
2025-04-29,googleads,23,0.447
2025-04-29,google-ads,22,0.531
2025-04-29,email-campaign,4,0.406
2025-04-29,organic,18,0.456
2025-04-29,fb_paid,18,0.558
2025-04-29,meta / social,18,0.631
2025-04-29,affiliate / partner,10,0.705
2025-04-29,meta / social,24,0.565
2025-04-29,google / cpc,30,0.415
2025-04-29,klaviyo,8,0.347
2025-04-30,partner-network,6,0.686
2025-04-30,partner-network,8,0.681
2025-04-30,googleads,49,0.509
2025-04-30,fb_paid,48,0.591
2025-04-30,partner-network,9,0.742
2025-04-30,(organic),9,0.505
2025-04-30,google-ads,41,0.462
2025-04-30,email / newsletter,12,0.423
2025-05-01,FB,14,0.574
2025-05-01,google / cpc,89,0.397
2025-05-01,affiliate / partner,8,0.579
2025-05-01,meta / social,30,0.685
2025-05-01,email-campaign,1,0.416
2025-05-01,seo,8,0.447
2025-05-01,affiliate / partner,4,0.704
2025-05-01,aff,4,0.594
2025-05-01,fb_paid,21,0.657
2025-05-01,google / organic,6,0.42
2025-05-01,email / newsletter,3,0.41
2025-05-02,google / organic,4,0.384
2025-05-02,(organic),2,0.374
2025-05-02,affiliate / partner,6,0.685
2025-05-02,fb_paid,21,0.605
2025-05-02,google / cpc,60,0.485
2025-05-02,email / newsletter,2,0.407
2025-05-02,meta / social,23,0.612
2025-05-02,partner-network,7,0.663
2025-05-02,Email,6,0.452
2025-05-02,google-ads,50,0.414
2025-05-03,organic,3,0.43
2025-05-03,Email,4,0.498
2025-05-03,fb_paid,86,0.573
2025-05-03,googleads,76,0.501
2025-05-03,affiliate / partner,6,0.643
2025-05-03,affiliate / partner,9,0.675
2025-05-03,google / organic,3,0.388
2025-05-03,organic,4,0.384
2025-05-04,adwords,39,0.53
2025-05-04,AFFILIATE,10,0.529
2025-05-04,aff,6,0.631
2025-05-04,FB,35,0.606
2025-05-04,email-campaign,5,0.432
2025-05-04,google-ads,32,0.493
2025-05-04,email-campaign,3,0.345
2025-05-04,seo,6,0.427
2025-05-04,FB,46,0.656
2025-05-04,organic,2,0.359
2025-05-04,google / organic,4,0.34
2025-05-05,googleads,109,0.426
2025-05-05,meta / social,81,0.543
2025-05-05,organic,4,0.476
2025-05-05,organic,2,0.434
2025-05-05,Email,7,0.364
2025-05-05,partner-network,31,0.616
2025-05-05,klaviyo,6,0.48
2025-05-06,google-ads,59,0.492
2025-05-06,adwords,50,0.474
2025-05-06,affiliate / partner,19,0.696
2025-05-06,email / newsletter,4,0.455
2025-05-06,email-campaign,9,0.407
2025-05-06,seo,14,0.404
2025-05-06,facebook / paid,86,0.513
2025-05-07,seo,3,0.449
2025-05-07,fb_paid,26,0.504
2025-05-07,seo,6,0.328
2025-05-07,adwords,64,0.562
2025-05-07,fb_paid,37,0.533
2025-05-07,klaviyo,26,0.49
2025-05-07,affiliate / partner,6,0.657
2025-05-07,AFFILIATE,6,0.656
2025-05-08,google-ads,71,0.383
2025-05-08,fb_paid,41,0.6
2025-05-08,email / newsletter,3,0.336
2025-05-08,email / newsletter,4,0.356
2025-05-08,(organic),4,0.422
2025-05-08,seo,4,0.351
2025-05-08,aff,14,0.646
2025-05-08,email / newsletter,6,0.404
2025-05-08,meta / social,33,0.552
2025-05-09,AFFILIATE,16,0.647
2025-05-09,email-campaign,4,0.391
2025-05-09,google / organic,5,0.426
2025-05-09,FB,62,0.541
2025-05-09,organic,5,0.399
2025-05-09,Email,5,0.375
2025-05-09,google / cpc,91,0.475
2025-05-10,googleads,66,0.521
2025-05-10,AFFILIATE,4,0.69
2025-05-10,klaviyo,7,0.442
2025-05-10,facebook / paid,34,0.606
2025-05-10,email-campaign,5,0.465
2025-05-10,aff,7,0.691
2025-05-10,meta / social,24,0.551
2025-05-10,seo,8,0.317
2025-05-10,seo,3,0.444
2025-05-11,meta / social,83,0.457
2025-05-11,email / newsletter,3,0.494
2025-05-11,AFFILIATE,12,0.667
2025-05-11,organic,10,0.416
2025-05-11,email-campaign,6,0.509
2025-05-11,adwords,76,0.439
2025-05-11,partner-network,5,0.597
2025-05-11,partner-network,2,0.655
2025-05-11,(organic),7,0.391
2025-05-12,google-ads,36,0.505
2025-05-12,aff,19,0.626
2025-05-12,adwords,48,0.487
2025-05-12,facebook / paid,86,0.531
2025-05-12,klaviyo,4,0.501
2025-05-12,(organic),3,0.301
2025-05-12,klaviyo,5,0.386
2025-05-12,google / organic,2,0.345
2025-05-13,email-campaign,9,0.514
2025-05-13,google-ads,52,0.424
2025-05-13,aff,10,0.679
2025-05-13,meta / social,56,0.562
2025-05-13,adwords,51,0.551
2025-05-13,google / organic,6,0.396
2025-05-14,(organic),5,0.446
2025-05-14,email-campaign,7,0.543
2025-05-14,adwords,46,0.511
2025-05-14,klaviyo,6,0.512
2025-05-14,(organic),7,0.464
2025-05-14,aff,6,0.711
2025-05-14,meta / social,83,0.575
2025-05-14,aff,6,0.68
2025-05-14,adwords,43,0.471
2025-05-15,adwords,36,0.368
2025-05-15,email / newsletter,9,0.406
2025-05-15,FB,42,0.586
2025-05-15,meta / social,38,0.592
2025-05-15,seo,8,0.416
2025-05-15,aff,7,0.588
2025-05-15,googleads,36,0.607
2025-05-15,affiliate / partner,5,0.669
2025-05-15,(organic),11,0.351
2025-05-16,klaviyo,6,0.406
2025-05-16,(organic),13,0.291
2025-05-16,partner-network,21,0.667
2025-05-16,adwords,32,0.493
2025-05-16,googleads,36,0.371
2025-05-16,Email,5,0.475
2025-05-16,meta / social,37,0.527
2025-05-16,facebook / paid,26,0.532
2025-05-17,adwords,43,0.407
2025-05-17,seo,4,0.439
2025-05-17,facebook / paid,22,0.598
2025-05-17,(organic),5,0.402
2025-05-17,Email,11,0.496
2025-05-17,google / organic,6,0.328
2025-05-17,google-ads,43,0.396
2025-05-17,meta / social,21,0.542
2025-05-17,aff,14,0.699
2025-05-18,email / newsletter,5,0.49
2025-05-18,(organic),4,0.383
2025-05-18,FB,19,0.608
2025-05-18,Email,3,0.408
2025-05-18,googleads,20,0.532
2025-05-18,google / cpc,28,0.516
2025-05-18,AFFILIATE,17,0.54
2025-05-18,fb_paid,28,0.62
2025-05-18,FB,17,0.586
2025-05-18,seo,2,0.379
2025-05-18,adwords,24,0.317
2025-05-19,seo,10,0.419
2025-05-19,organic,10,0.412
2025-05-19,google / cpc,36,0.367
2025-05-19,adwords,31,0.486
2025-05-19,klaviyo,14,0.383
2025-05-19,aff,12,0.649
2025-05-19,FB,80,0.519
2025-05-19,partner-network,15,0.654
2025-05-20,meta / social,18,0.646
2025-05-20,AFFILIATE,5,0.718
2025-05-20,email / newsletter,10,0.406
2025-05-20,organic,5,0.454
2025-05-20,google / cpc,44,0.407
2025-05-20,FB,26,0.593
2025-05-20,(organic),7,0.522
2025-05-20,google / cpc,50,0.466
2025-05-20,fb_paid,23,0.628
2025-05-20,partner-network,5,0.597
2025-05-20,AFFILIATE,5,0.627
2025-05-21,FB,77,0.549
2025-05-21,google / organic,6,0.474
2025-05-21,affiliate / partner,2,0.642
2025-05-21,klaviyo,4,0.433
2025-05-21,googleads,50,0.555
2025-05-21,seo,3,0.279
2025-05-21,organic,5,0.525
2025-05-21,Email,7,0.466
2025-05-21,adwords,49,0.573
2025-05-21,AFFILIATE,10,0.656
2025-05-22,googleads,32,0.505
2025-05-22,email-campaign,12,0.459
2025-05-22,seo,7,0.398
2025-05-22,aff,19,0.514
2025-05-22,google-ads,29,0.51
2025-05-22,meta / social,36,0.546
2025-05-22,google-ads,25,0.478
2025-05-22,meta / social,29,0.57
2025-05-22,(organic),8,0.38
2025-05-23,Email,6,0.411
2025-05-23,AFFILIATE,20,0.652
2025-05-23,organic,12,0.42
2025-05-23,googleads,110,0.443
2025-05-23,facebook / paid,69,0.621
2025-05-23,Email,5,0.357
2025-05-24,affiliate / partner,25,0.586
2025-05-24,FB,38,0.532
2025-05-24,(organic),8,0.471
2025-05-24,fb_paid,45,0.556
2025-05-24,Email,4,0.342
2025-05-24,google-ads,49,0.46
2025-05-24,email / newsletter,4,0.526
2025-05-25,google / organic,-16,0.361
2025-05-25,AFFILIATE,12,0.573
2025-05-25,klaviyo,2,0.453
2025-05-25,google / cpc,53,0.366
2025-05-25,adwords,58,0.485
2025-05-25,meta / social,101,0.565
2025-05-25,email-campaign,11,0.364
2025-05-26,affiliate / partner,6,0.696
2025-05-26,email / newsletter,5,0.51
2025-05-26,google / organic,7,0.392
2025-05-26,google-ads,45,0.501
2025-05-26,AFFILIATE,10,0.534
2025-05-26,seo,8,0.416
2025-05-26,googleads,41,0.551
2025-05-26,meta / social,61,0.581
2025-05-26,email-campaign,7,0.411
2025-05-27,facebook / paid,83,0.599
2025-05-27,Email,1,0.443
2025-05-27,google / organic,9,0.453
2025-05-27,klaviyo,2,0.485
2025-05-27,googleads,41,0.373
2025-05-27,google / cpc,49,0.525
2025-05-27,aff,4,0.69
2025-05-27,(organic),8,0.457
2025-05-27,affiliate / partner,5,0.637
2025-05-27,email-campaign,2,0.424
2025-05-28,FB,30,0.61
2025-05-28,organic,1,0.445
2025-05-28,AFFILIATE,9,0.698
2025-05-28,email / newsletter,3,0.401
2025-05-28,googleads,118,0.447
2025-05-28,meta / social,32,0.563
2025-05-28,partner-network,8,0.536
2025-05-28,google / organic,6,0.267
2025-05-28,Email,3,0.45
2025-05-28,(organic),1,0.447
2025-05-28,meta / social,33,0.698
2025-05-29,fb_paid,27,0.537
2025-05-29,googleads,57,0.405
2025-05-29,aff,10,0.53
2025-05-29,google / cpc,43,0.439
2025-05-29,(organic),6,0.36
2025-05-29,organic,5,0.531
2025-05-29,klaviyo,5,0.428
2025-05-29,affiliate / partner,9,0.639
2025-05-29,facebook / paid,23,0.529
2025-05-29,FB,17,0.607
2025-05-29,Email,3,0.518
2025-05-30,facebook / paid,67,0.605
2025-05-30,partner-network,3,0.638
2025-05-30,Email,10,0.44
2025-05-30,partner-network,6,0.617
2025-05-30,affiliate / partner,3,0.716
2025-05-30,google / cpc,29,0.444
2025-05-30,adwords,29,0.471
2025-05-30,(organic),5,0.419
2025-05-30,seo,3,0.426
2025-05-31,partner-network,6,0.661
2025-05-31,klaviyo,2,0.421
2025-05-31,meta / social,12,0.542
2025-05-31,fb_paid,13,0.533
2025-05-31,aff,4,0.57
2025-05-31,google / organic,3,0.388
2025-05-31,google / organic,1,0.366
2025-05-31,organic,4,0.389
2025-05-31,fb_paid,16,0.552
2025-05-31,google / cpc,93,0.438
2025-05-31,klaviyo,3,0.417
2025-06-01,google / organic,7,0.457
2025-06-01,google-ads,46,0.486
2025-06-01,FB,20,0.511
2025-06-01,Email,5,0.466
2025-06-01,google-ads,30,0.45
2025-06-01,AFFILIATE,7,0.699
2025-06-01,meta / social,16,0.601
2025-06-01,aff,6,0.713
2025-06-01,meta / social,21,0.624
2025-06-01,google / organic,2,0.461
2025-06-02,aff,7,0.593
2025-06-02,klaviyo,4,0.433
2025-06-02,adwords,23,0.419
2025-06-02,facebook / paid,56,0.68
2025-06-02,googleads,22,0.491
2025-06-02,aff,1,0.694
2025-06-02,googleads,26,0.438
2025-06-02,klaviyo,3,0.582
2025-06-02,partner-network,5,0.635
2025-06-02,google / organic,11,0.391
2025-06-03,adwords,26,0.484
2025-06-03,fb_paid,93,0.6
2025-06-03,(organic),20,0.25
2025-06-03,email-campaign,15,0.451
2025-06-03,adwords,34,0.455
2025-06-03,google-ads,32,0.493
2025-06-03,klaviyo,7,0.379
2025-06-03,affiliate / partner,21,0.626
2025-06-04,google / cpc,67,0.378
2025-06-04,affiliate / partner,10,0.552
2025-06-04,klaviyo,20,0.444
2025-06-04,seo,8,0.321
2025-06-04,google / organic,4,0.381
2025-06-04,aff,9,0.678
2025-06-04,FB,68,0.594
2025-06-05,meta / social,29,0.504
2025-06-05,klaviyo,13,0.454
2025-06-05,meta / social,34,0.53
2025-06-05,adwords,39,0.436
2025-06-05,google-ads,30,0.512
2025-06-05,AFFILIATE,21,0.457
2025-06-05,google-ads,29,0.472
2025-06-05,organic,5,0.405
2025-06-05,email-campaign,15,0.436
2025-06-05,organic,5,0.399
2025-06-06,partner-network,3,0.568
2025-06-06,fb_paid,20,0.542
2025-06-06,googleads,62,0.425
2025-06-06,partner-network,5,0.694
2025-06-06,google / organic,2,0.343
2025-06-06,Email,5,0.467
2025-06-06,email / newsletter,4,0.487
2025-06-06,seo,4,0.38
2025-06-06,meta / social,21,0.509
2025-06-07,partner-network,9,0.572
2025-06-07,googleads,22,0.467
2025-06-07,fb_paid,26,0.479
2025-06-07,(organic),10,0.461
2025-06-07,google-ads,30,0.472
2025-06-07,(organic),5,0.312
2025-06-07,email / newsletter,5,0.419
2025-06-07,facebook / paid,16,0.599
2025-06-07,partner-network,8,0.452
2025-06-07,klaviyo,4,0.498
2025-06-07,Email,1,0.464
2025-06-08,email / newsletter,8,0.458
2025-06-08,organic,6,0.467
2025-06-08,seo,6,0.399
2025-06-08,partner-network,7,0.646
2025-06-08,google / cpc,24,0.394
2025-06-08,meta / social,52,0.544
2025-06-08,aff,5,0.644
2025-06-08,google-ads,23,0.385
2025-06-09,adwords,49,0.488
2025-06-09,AFFILIATE,7,0.672
2025-06-09,facebook / paid,41,0.516
2025-06-09,aff,3,0.685
2025-06-09,organic,3,0.454
2025-06-09,email-campaign,17,0.527
2025-06-09,googleads,44,0.534
2025-06-09,organic,5,0.516
2025-06-09,affiliate / partner,4,0.544
2025-06-10,aff,6,0.711
2025-06-10,AFFILIATE,4,0.596
2025-06-10,Email,15,0.431
2025-06-10,seo,2,0.447
2025-06-10,FB,31,0.673
2025-06-10,organic,4,0.342
2025-06-10,adwords,88,0.425
2025-06-10,facebook / paid,24,0.65
2025-06-11,email / newsletter,4,0.424
2025-06-11,seo,4,0.354
2025-06-11,Email,5,0.496
2025-06-11,google-ads,30,0.498
2025-06-11,partner-network,21,0.7
2025-06-11,google-ads,23,0.549
2025-06-11,meta / social,86,0.536
2025-06-11,seo,9,0.405
2025-06-12,organic,2,0.397
2025-06-12,aff,7,0.584
2025-06-12,email / newsletter,8,0.43
2025-06-12,google / cpc,37,0.567
2025-06-12,google / organic,5,0.409
2025-06-12,google / cpc,25,0.525
2025-06-12,FB,16,0.704
2025-06-12,facebook / paid,21,0.514
2025-06-12,google / organic,1,0.337
2025-06-12,partner-network,8,0.592
2025-06-13,affiliate / partner,7,0.654
2025-06-13,partner-network,5,0.633
2025-06-13,meta / social,14,0.608
2025-06-13,google / organic,7,0.411
2025-06-13,FB,15,0.48
2025-06-13,klaviyo,8,0.364
2025-06-13,FB,7,0.492
2025-06-13,(organic),4,0.497
2025-06-13,googleads,25,0.482
2025-06-13,google / cpc,23,0.489
2025-06-13,google / cpc,23,0.37
2025-06-13,partner-network,4,0.624
2025-06-13,Email,3,0.441
2025-06-14,Email,7,0.447
2025-06-14,google-ads,30,0.478
2025-06-14,fb_paid,15,0.548
2025-06-14,fb_paid,16,0.542
2025-06-14,(organic),5,0.346
2025-06-14,aff,3,0.601
2025-06-14,google-ads,24,0.466
2025-06-14,AFFILIATE,7,0.706
2025-06-14,FB,12,0.576
2025-06-14,organic,5,0.388
2025-06-14,email-campaign,11,0.412
2025-06-15,AFFILIATE,7,0.551
2025-06-15,seo,12,0.488
2025-06-15,google / cpc,28,0.452
2025-06-15,email-campaign,5,0.459
2025-06-15,meta / social,33,0.619
2025-06-15,google-ads,30,0.424
2025-06-15,google-ads,29,0.534
2025-06-15,affiliate / partner,5,0.603
2025-06-15,Email,6,0.384
2025-06-15,fb_paid,29,0.637
2025-06-16,klaviyo,2,0.364
2025-06-16,email-campaign,4,0.441
2025-06-16,facebook / paid,11,0.591
2025-06-16,meta / social,16,0.538
2025-06-16,partner-network,26,0.606
2025-06-16,google-ads,45,0.465
2025-06-16,Email,6,0.413
2025-06-16,organic,8,0.5
2025-06-16,google-ads,43,0.534
2025-06-16,meta / social,10,0.61
2025-06-16,seo,5,0.38
2025-06-17,google-ads,80,0.474
2025-06-17,seo,7,0.341
2025-06-17,AFFILIATE,19,0.672
2025-06-17,email-campaign,10,0.497
2025-06-17,facebook / paid,16,0.537
2025-06-17,fb_paid,15,0.617
2025-06-17,google / organic,8,0.575
2025-06-17,facebook / paid,26,0.663
2025-06-18,fb_paid,19,0.629
2025-06-18,Email,7,0.373
2025-06-18,adwords,33,0.49
2025-06-18,fb_paid,33,0.687
2025-06-18,google / organic,4,0.328
2025-06-18,email / newsletter,7,0.321
2025-06-18,google / cpc,38,0.436
2025-06-18,aff,8,0.693
2025-06-18,AFFILIATE,6,0.467
2025-06-18,google / organic,3,0.47
