order_id,order_date,customer_id,channel,revenue,region
ORD-100043,01/20/2025,CUST-10117,GOOGLE ADS,302.54,Southwest
ORD-101090,11/13/2025,CUST-10299,GOOGLE ADS,896.66,Northeast
ORD-100009,01/06/2025,CUST-10424,meta_ads,65.17,Southwest
ORD-101338,01/03/2026,CUST-11139,google_ads,613.9,West
ORD-100147,02/20/2025,CUST-11225,Affiliates,113.59,Midwest
ORD-101773,05/09/2026,CUST-11175,GOOGLE ADS,675.34,West
ORD-100013,01/08/2025,CUST-10395,EMAIL,231.34,Midwest
ORD-100389,05/06/2025,CUST-11093,EMAIL,497.22,Midwest
ORD-100946,10/10/2025,CUST-10542,email_marketing,862.03,Southwest
ORD-100596,07/04/2025,CUST-10873,meta_ads,403.28,Southeast
ORD-101524,03/04/2026,CUST-11053,Google Ads,171.96,Midwest
ORD-101487,02/22/2026,CUST-11169,GOOGLE ADS,243.46,Northeast
ORD-101889,06/10/2026,CUST-11010,google_ads,257.87,West
ORD-100956,10/12/2025,CUST-10800,google_ads,96.83,Southwest
ORD-101696,04/18/2026,CUST-11126,meta_ads,488.86,Northeast
ORD-101776,05/10/2026,CUST-10791,EMAIL,598.57,Midwest
ORD-100674,07/27/2025,CUST-10011,GoogleAds,319.46,Northeast
ORD-100701,08/03/2025,CUST-10271,EMAIL,297.1,West
ORD-101273,12/22/2025,CUST-10029,Affiliates,305.74,Southeast
ORD-101479,02/19/2026,CUST-10990,Email,473.77,West
ORD-101936,06/20/2026,CUST-11196,google_ads,350.93,West
ORD-100455,05/26/2025,CUST-10089,Meta,195.2,Northeast
ORD-100927,10/04/2025,CUST-10108,Meta,214.62,West
ORD-100683,07/29/2025,CUST-11130,Meta,204.21,Midwest
ORD-101157,11/27/2025,CUST-11083,google_ads,138.82,Northeast
ORD-100506,06/09/2025,CUST-10829,google_ads,313.87,Northeast
ORD-100025,01/13/2025,CUST-10482,EMAIL,586.54,West
ORD-101203,12/06/2025,CUST-10901,meta_ads,393.6,Southeast
ORD-101453,02/11/2026,CUST-10604,GOOGLE ADS,189.13,Southeast
ORD-101152,11/25/2025,CUST-11016,google_ads,115.53,Midwest
ORD-100830,09/08/2025,CUST-11094,Meta,548.24,West
ORD-100115,02/10/2025,CUST-10530,FB Ads,174.07,Northeast
ORD-100024,01/13/2025,CUST-11082,Facebook,329.6,Northeast
ORD-100370,05/01/2025,CUST-11264,GoogleAds,271.48,Northeast
ORD-101794,05/15/2026,CUST-10040,Meta,372.23,Northeast
ORD-100096,02/05/2025,CUST-10814,Email,823.79,Midwest
ORD-101435,02/05/2026,CUST-10216,google_ads,245.18,Southeast
ORD-100953,10/11/2025,CUST-10025,meta_ads,338.2,Southwest
ORD-101443,02/07/2026,CUST-10549,GoogleAds,177.95,Southeast
ORD-100099,02/06/2025,CUST-10061,google_ads,354.95,West
ORD-101656,04/07/2026,CUST-10413,GoogleAds,261.83,Northeast
ORD-101490,02/22/2026,CUST-11017,ORGANIC,178.22,Northeast
ORD-101046,11/04/2025,CUST-10616,EMAIL,593.36,West
ORD-100357,04/26/2025,CUST-11079,AFFILIATE,208.68,Northeast
ORD-100943,10/09/2025,CUST-10046,Meta,241.12,Southeast
ORD-100571,06/27/2025,CUST-10753,FB Ads,179.62,Southeast
ORD-101818,05/21/2026,CUST-10625,Google Ads,497.11,Northeast
ORD-101137,11/23/2025,CUST-10424,email_marketing,179.06,Northeast
ORD-100779,08/25/2025,CUST-10433,Facebook,169.78,West
ORD-101208,12/06/2025,CUST-11017,GOOGLE ADS,192.31,Northeast
ORD-101761,05/04/2026,CUST-10044,Email,176.71,West
ORD-101698,04/20/2026,CUST-10104,email_marketing,205.35,Northeast
ORD-100270,04/01/2025,CUST-10307,email_marketing,191.14,West
ORD-100118,02/11/2025,CUST-10306,google_ads,290.95,Midwest
ORD-100117,02/11/2025,CUST-10647,AFFILIATE,268.05,
ORD-101901,06/12/2026,CUST-10866,google_ads,229.59,Midwest
ORD-101614,03/28/2026,CUST-10410,google_ads,206.87,Northeast
ORD-101463,02/15/2026,CUST-10025,E-mail,552.76,Southeast
ORD-100977,10/18/2025,CUST-11240,Affiliates,248.23,West
ORD-100740,08/17/2025,CUST-10498,ORGANIC,212.27,Southeast
ORD-101083,11/12/2025,CUST-11293,google_ads,155.66,Southeast
ORD-100164,02/26/2025,CUST-10306,GOOGLE ADS,341.16,West
ORD-101256,12/17/2025,CUST-10028,Affiliate,172.12,Northeast
ORD-101483,02/21/2026,CUST-10916,GOOGLE ADS,266.33,Southwest
ORD-101790,05/14/2026,CUST-10522,GOOGLE ADS,477.86,Northeast
ORD-101583,03/18/2026,CUST-11187,meta_ads,186.54,West
ORD-101592,03/21/2026,CUST-11046,GOOGLE ADS,160.23,Southeast
ORD-100142,02/19/2025,CUST-10506,Email,249.6,Midwest
ORD-100113,02/10/2025,CUST-10727,GOOGLE ADS,267.32,Northeast
ORD-101187,12/02/2025,CUST-10801,GoogleAds,239.4,Northeast
ORD-100378,05/04/2025,CUST-10325,Google Ads,301.35,West
ORD-100063,01/25/2025,CUST-10141,Meta,118.55,West
ORD-101376,01/16/2026,CUST-11153,GoogleAds,195.32,Southwest
ORD-101511,02/28/2026,CUST-11299,Google Ads,358.07,West
ORD-100186,03/08/2025,CUST-10418,GOOGLE ADS,405.27,Southeast
ORD-101085,11/12/2025,CUST-11157,FB Ads,138.69,Midwest
ORD-101094,11/14/2025,CUST-10004,affiliate,587.94,Southeast
ORD-101018,10/30/2025,CUST-11229,google_ads,219.61,Southeast
ORD-100294,04/08/2025,CUST-10293,Google Ads,393.66,Southeast
ORD-101232,12/13/2025,CUST-10105,Google Ads,105.34,West
ORD-101738,04/29/2026,CUST-11017,GOOGLE ADS,303.5,Southeast
ORD-100286,04/06/2025,CUST-10980,google_ads,138.86,Northeast
ORD-101860,06/03/2026,CUST-11017,Meta,320.99,Southwest
ORD-101626,03/31/2026,CUST-11274,FB Ads,377.99,Southwest
ORD-100300,04/10/2025,CUST-10073,GOOGLE ADS,178.53,West
ORD-100467,05/29/2025,CUST-10044,email_marketing,225.68,Southeast
ORD-100315,04/14/2025,CUST-10663,GOOGLE ADS,312.79,
ORD-100876,09/21/2025,CUST-10818,google_ads,170.8,Northeast
ORD-100672,07/26/2025,CUST-10906,GoogleAds,250.97,Southeast
ORD-100359,04/28/2025,CUST-11263,Google Ads,212.98,Northeast
ORD-100130,02/16/2025,CUST-10128,organic_search,227.06,West
ORD-100855,09/15/2025,CUST-10568,google_ads,285.03,Southeast
ORD-101329,12/31/2025,CUST-11072,GOOGLE ADS,339.16,West
ORD-100189,03/09/2025,CUST-11157,FB Ads,136.6,Northeast
ORD-100027,01/14/2025,CUST-10844,Meta,161.45,Southeast
ORD-100837,09/11/2025,CUST-10303,Facebook,338.06,Midwest
ORD-101565,03/13/2026,CUST-11167,google_ads,322.14,Northeast
ORD-100899,09/27/2025,CUST-11030,Email,223.86,Northeast
ORD-101581,03/17/2026,CUST-10245,google_ads,385.03,Southeast
ORD-101763,05/05/2026,CUST-10663,FB Ads,336.68,West
ORD-100756,08/20/2025,CUST-10183,GoogleAds,247.83,Midwest
ORD-100619,07/12/2025,CUST-11284,GOOGLE ADS,163.18,Midwest
ORD-100757,08/20/2025,CUST-10883,Google Ads,232.48,Southeast
ORD-100076,01/29/2025,CUST-10167,meta_ads,228.13,Southeast
ORD-101465,02/15/2026,CUST-10553,organic_search,459.98,Midwest
ORD-101201,12/05/2025,CUST-10338,Google Ads,400.79,Northeast
ORD-101561,03/11/2026,CUST-11217,GoogleAds,345.89,West
ORD-101162,11/27/2025,CUST-10700,meta_ads,212.98,Midwest
ORD-101267,12/19/2025,CUST-10119,Facebook,232.6,Midwest
ORD-100266,03/30/2025,CUST-10109,AFFILIATE,110.47,West
ORD-100594,07/03/2025,CUST-10938,google_ads,73.82,West
ORD-100704,08/03/2025,CUST-10124,Google Ads,792.87,Midwest
ORD-100325,04/17/2025,CUST-10376,GoogleAds,263.73,West
ORD-101127,11/21/2025,CUST-10770,E-mail,210.48,Northeast
ORD-100863,09/18/2025,CUST-10940,AFFILIATE,278.09,Midwest
ORD-100630,07/17/2025,CUST-10370,AFFILIATE,129.53,West
ORD-101494,02/24/2026,CUST-11053,meta_ads,121.4,Midwest
ORD-100075,01/29/2025,CUST-11036,GOOGLE ADS,220.05,Midwest
ORD-101433,02/05/2026,CUST-10810,google_ads,208.84,Southeast
ORD-101606,03/25/2026,CUST-10820,organic_search,633.43,Midwest
ORD-100901,09/27/2025,CUST-10047,Google Ads,208.11,Southeast
ORD-100717,08/08/2025,CUST-10577,GoogleAds,259.36,Southeast
ORD-100737,08/14/2025,CUST-10706,Google Ads,681.93,West
ORD-101268,12/20/2025,CUST-10510,Google Ads,531.46,West
ORD-101307,12/28/2025,CUST-11023,GoogleAds,324.91,Northeast
ORD-100829,09/08/2025,CUST-10181,EMAIL,607.75,Southeast
ORD-100833,09/09/2025,CUST-11264,affiliate,38.37,Northeast
ORD-100180,03/06/2025,CUST-10621,google_ads,215.98,Midwest
ORD-100742,08/17/2025,CUST-10070,GOOGLE ADS,214.14,West
ORD-101637,04/02/2026,CUST-10206,organic_search,331.63,West
ORD-100915,10/01/2025,CUST-10294,EMAIL,127.66,Southeast
ORD-100376,05/03/2025,CUST-10987,GOOGLE ADS,118.9,Southeast
ORD-100662,07/23/2025,CUST-10981,meta_ads,115.97,West
ORD-100023,01/12/2025,CUST-10549,google_ads,214.22,West
ORD-100346,04/23/2025,CUST-10944,Google Ads,214.56,Midwest
ORD-101634,04/01/2026,CUST-10481,FB Ads,234.51,Southwest
ORD-101736,04/29/2026,CUST-10270,google_ads,196.45,Southwest
ORD-100008,01/05/2025,CUST-10206,google_ads,230.35,Southeast
ORD-100228,03/21/2025,CUST-10557,EMAIL,167.89,Northeast
ORD-100489,06/02/2025,CUST-10693,Facebook,267.38,Southeast
ORD-100213,03/17/2025,CUST-10899,GOOGLE ADS,145.6,Southeast
ORD-100817,09/05/2025,CUST-10933,GOOGLE ADS,261.71,Midwest
ORD-101450,02/11/2026,CUST-10586,google_ads,607.27,Southeast
ORD-100449,05/25/2025,CUST-11135,GoogleAds,258.2,Southeast
ORD-100725,08/10/2025,CUST-11202,Organic Search,281.14,Midwest
ORD-100015,01/09/2025,CUST-11126,affiliate,90.16,Southeast
ORD-101801,05/17/2026,CUST-10665,FB Ads,105.6,West
ORD-101771,05/08/2026,CUST-10815,Organic Search,261.52,Southeast
ORD-100643,07/20/2025,CUST-10214,Affiliates,251.22,Southeast
ORD-101301,12/27/2025,CUST-10229,FB Ads,153.23,Southwest
ORD-101333,01/02/2026,CUST-10656,E-mail,104.12,Midwest
ORD-100546,06/19/2025,CUST-10844,Google Ads,260.62,Southeast
ORD-101153,11/25/2025,CUST-10958,Facebook,269.23,
ORD-100640,07/19/2025,CUST-11075,Affiliate,168.8,West
ORD-100354,04/24/2025,CUST-10650,google_ads,445.0,Northeast
ORD-100768,08/24/2025,CUST-10160,EMAIL,496.25,Northeast
ORD-100207,03/16/2025,CUST-11157,Google Ads,255.29,
ORD-101374,01/15/2026,CUST-10934,Google Ads,65.99,Southeast
ORD-100961,10/14/2025,CUST-10604,AFFILIATE,442.54,Northeast
ORD-101074,11/10/2025,CUST-10680,GoogleAds,172.48,West
ORD-100416,05/13/2025,CUST-10797,google_ads,482.76,West
ORD-100398,05/08/2025,CUST-10137,GoogleAds,244.96,West
ORD-101058,11/07/2025,CUST-10182,E-mail,303.59,Southeast
ORD-101167,11/28/2025,CUST-10423,Facebook,94.93,Southwest
ORD-100687,07/30/2025,CUST-10056,google_ads,403.43,Southeast
ORD-100442,05/21/2025,CUST-10205,meta_ads,125.02,Southeast
ORD-101650,04/05/2026,CUST-10772,meta_ads,99.1,Northeast
ORD-100602,07/05/2025,CUST-10660,FB Ads,114.15,Midwest
ORD-101904,06/13/2026,CUST-10261,AFFILIATE,93.69,Southeast
ORD-100348,04/23/2025,CUST-10466,Facebook,481.64,Midwest
ORD-100762,08/22/2025,CUST-10732,GoogleAds,118.59,Midwest
ORD-100403,05/10/2025,CUST-11252,Meta,66.87,Midwest
ORD-100362,04/28/2025,CUST-11226,Affiliates,109.09,Southeast
ORD-100026,01/13/2025,CUST-10572,FB Ads,152.31,Southwest
ORD-101903,06/13/2026,CUST-11293,Facebook,257.67,Southeast
ORD-101168,11/28/2025,CUST-11219,google_ads,253.74,Southeast
ORD-100177,03/04/2025,CUST-10583,Facebook,449.48,Midwest
ORD-101923,06/16/2026,CUST-10081,AFFILIATE,219.13,Northeast
ORD-100861,09/18/2025,CUST-10625,EMAIL,330.05,Midwest
ORD-100610,07/08/2025,CUST-10982,Google Ads,474.62,West
ORD-100664,07/23/2025,CUST-10792,Google Ads,438.04,West
ORD-100252,03/27/2025,CUST-10974,GoogleAds,96.62,Northeast
ORD-100414,05/13/2025,CUST-10825,Google Ads,118.05,Midwest
ORD-100558,06/22/2025,CUST-10582,Email,731.24,Southeast
ORD-100553,06/20/2025,CUST-10466,Meta,131.63,
ORD-100193,03/12/2025,CUST-10758,Affiliate,197.66,Midwest
ORD-101133,11/22/2025,CUST-10283,Facebook,359.36,Southeast
ORD-101710,04/22/2026,CUST-10870,Google Ads,319.8,Northeast
ORD-101151,11/25/2025,CUST-10023,GOOGLE ADS,183.63,Midwest
ORD-100445,05/22/2025,CUST-11174,Facebook,187.61,Southwest
ORD-101953,06/25/2026,CUST-10186,Organic,108.91,West
ORD-100912,10/01/2025,CUST-10678,email_marketing,182.72,Northeast
ORD-100972,10/16/2025,CUST-10306,GoogleAds,322.1,West
ORD-101454,02/12/2026,CUST-10770,E-mail,357.13,Northeast
ORD-100451,05/25/2025,CUST-11031,Google Ads,345.11,
ORD-101389,01/21/2026,CUST-11212,Meta,146.4,Midwest
ORD-100464,05/28/2025,CUST-10114,FB Ads,111.09,Southeast
ORD-101088,11/13/2025,CUST-11256,Facebook,515.16,Southeast
ORD-100458,05/26/2025,CUST-10067,AFFILIATE,290.22,Northeast
ORD-101384,01/19/2026,CUST-10878,Email,150.7,Southeast
ORD-101932,06/19/2026,CUST-10801,Meta,214.99,
ORD-100731,08/13/2025,CUST-10125,Affiliate,429.6,West
ORD-100369,05/01/2025,CUST-10304,google_ads,717.99,Northeast
ORD-100484,06/01/2025,CUST-10692,meta_ads,320.21,Northeast
ORD-101442,02/07/2026,CUST-11109,meta_ads,228.78,Southeast
ORD-101178,12/01/2025,CUST-11265,GOOGLE ADS,409.28,West
ORD-100307,04/11/2025,CUST-10785,Organic Search,294.16,Southwest
ORD-100285,04/06/2025,CUST-10311,E-mail,220.89,Northeast
ORD-100611,07/08/2025,CUST-10755,Affiliate,365.88,
ORD-100649,07/21/2025,CUST-10035,EMAIL,302.55,West
ORD-100716,08/07/2025,CUST-11169,GoogleAds,244.39,Southwest
ORD-101377,01/16/2026,CUST-10971,google_ads,123.82,West
ORD-101489,02/22/2026,CUST-11169,Affiliate,156.74,Midwest
ORD-101087,11/13/2025,CUST-10525,EMAIL,474.26,West
ORD-100657,07/22/2025,CUST-10150,EMAIL,73.87,Northeast
ORD-101351,01/06/2026,CUST-10240,google_ads,357.47,Southwest
ORD-100883,09/22/2025,CUST-11051,GoogleAds,178.95,Southeast
ORD-100699,08/02/2025,CUST-10293,Meta,184.91,Midwest
ORD-100824,09/07/2025,CUST-10874,Google Ads,1103.3,Midwest
ORD-101925,06/17/2026,CUST-10854,meta_ads,387.89,Midwest
ORD-100097,02/05/2025,CUST-10784,GOOGLE ADS,368.39,Southwest
ORD-101812,05/19/2026,CUST-10859,EMAIL,287.12,West
ORD-100984,10/20/2025,CUST-10887,Email,135.78,Southwest
ORD-100810,09/03/2025,CUST-10887,google_ads,668.61,Midwest
ORD-100139,02/18/2025,CUST-10238,google_ads,250.78,Southeast
ORD-101196,12/03/2025,CUST-10409,meta_ads,492.3,Southeast
ORD-101679,04/15/2026,CUST-10547,Google Ads,523.38,Southeast
ORD-100698,08/02/2025,CUST-10159,Facebook,159.94,Southeast
ORD-101347,01/05/2026,CUST-11263,organic_search,555.91,Midwest
ORD-100905,09/29/2025,CUST-10637,GoogleAds,67.25,Northeast
ORD-100930,10/05/2025,CUST-10008,meta_ads,169.07,Southwest
ORD-101172,11/30/2025,CUST-11135,E-mail,628.27,West
ORD-100754,08/20/2025,CUST-11215,Google Ads,365.05,Southwest
ORD-100128,02/15/2025,CUST-10922,Meta,142.19,Midwest
ORD-100739,08/16/2025,CUST-10070,FB Ads,265.32,Southeast
ORD-100658,07/22/2025,CUST-10836,Google Ads,90.6,West
ORD-100755,08/20/2025,CUST-10145,GoogleAds,349.56,Northeast
ORD-101352,01/06/2026,CUST-10395,GOOGLE ADS,302.51,Northeast
ORD-100522,06/12/2025,CUST-10210,GOOGLE ADS,326.42,Southwest
ORD-100264,03/30/2025,CUST-11033,google_ads,571.04,Southeast
ORD-101303,12/28/2025,CUST-10401,Organic Search,341.06,West
ORD-101767,05/05/2026,CUST-11106,Google Ads,133.69,Southeast
ORD-101580,03/17/2026,CUST-10088,Affiliate,267.76,Midwest
ORD-100631,07/17/2025,CUST-10475,E-mail,726.71,Southeast
ORD-100498,06/05/2025,CUST-10725,EMAIL,257.54,Southeast
ORD-101635,04/02/2026,CUST-10454,Facebook,128.58,West
ORD-101319,12/30/2025,CUST-11096,Email,188.17,Southeast
ORD-101649,04/05/2026,CUST-10394,FB Ads,240.73,West
ORD-101015,10/30/2025,CUST-10726,Meta,236.98,Midwest
ORD-100432,05/17/2025,CUST-10743,Google Ads,308.43,Midwest
ORD-101149,11/25/2025,CUST-11083,Google Ads,368.11,Southwest
ORD-101701,04/20/2026,CUST-10424,FB Ads,436.96,Southeast
ORD-100068,01/27/2025,CUST-10442,google_ads,217.81,Northeast
ORD-101906,06/14/2026,CUST-10067,organic_search,203.2,Southeast
ORD-100660,07/23/2025,CUST-11264,google_ads,354.68,Northeast
ORD-101190,12/02/2025,CUST-11164,Meta,270.06,Midwest
ORD-100992,10/22/2025,CUST-10225,GoogleAds,468.85,West
ORD-100573,06/28/2025,CUST-10542,Meta,524.96,Midwest
ORD-100334,04/20/2025,CUST-11093,E-mail,819.68,Northeast
ORD-100338,04/21/2025,CUST-10461,Organic Search,283.66,Southeast
ORD-101027,11/01/2025,CUST-11177,GOOGLE ADS,640.45,Northeast
ORD-100383,05/04/2025,CUST-11249,Google Ads,693.58,Northeast
ORD-101493,02/24/2026,CUST-11056,Google Ads,45.09,Northeast
ORD-100055,01/22/2025,CUST-11191,Google Ads,535.23,West
ORD-100681,07/28/2025,CUST-10876,meta_ads,444.6,West
ORD-101081,11/12/2025,CUST-10178,Affiliate,177.68,West
ORD-101911,06/14/2026,CUST-10758,google_ads,156.77,West
ORD-101527,03/05/2026,CUST-10206,E-mail,374.16,West
ORD-100705,08/03/2025,CUST-10798,GOOGLE ADS,279.64,West
ORD-101671,04/11/2026,CUST-10812,FB Ads,245.37,West
ORD-100170,03/01/2025,CUST-10776,Email,219.99,West
ORD-101849,05/31/2026,CUST-10978,GoogleAds,108.23,Northeast
ORD-101791,05/14/2026,CUST-11229,GoogleAds,255.35,West
ORD-100326,04/17/2025,CUST-10547,affiliate,136.34,Southeast
ORD-100503,06/08/2025,CUST-10318,Google Ads,633.22,Southeast
ORD-100981,10/19/2025,CUST-10359,Google Ads,206.34,Southeast
ORD-100409,05/11/2025,CUST-10732,ORGANIC,137.71,Northeast
ORD-100297,04/10/2025,CUST-10145,google_ads,119.09,Midwest
ORD-101164,11/28/2025,CUST-10909,GoogleAds,249.52,Northeast
ORD-101667,04/10/2026,CUST-10964,GOOGLE ADS,452.98,West
ORD-101355,01/07/2026,CUST-10271,Affiliate,198.17,Southeast
ORD-101342,01/04/2026,CUST-10161,ORGANIC,292.67,Midwest
ORD-101900,06/12/2026,CUST-10227,Google Ads,291.65,West
ORD-100718,08/08/2025,CUST-10869,E-mail,541.69,Northeast
ORD-100671,07/25/2025,CUST-10654,EMAIL,282.24,Midwest
ORD-100648,07/21/2025,CUST-10349,GoogleAds,226.99,Northeast
ORD-101514,03/01/2026,CUST-10747,Google Ads,136.16,West
ORD-101673,04/12/2026,CUST-10301,GOOGLE ADS,375.59,Northeast
ORD-101532,03/06/2026,CUST-10396,Organic,228.46,Midwest
ORD-101956,06/29/2026,CUST-10859,google_ads,238.74,West
ORD-100700,08/03/2025,CUST-11190,ORGANIC,201.43,West
ORD-100702,08/03/2025,CUST-11159,GoogleAds,220.47,Southwest
ORD-100531,06/15/2025,CUST-10680,Affiliate,307.1,Southeast
ORD-100407,05/11/2025,CUST-10373,meta_ads,207.14,Northeast
ORD-100199,03/14/2025,CUST-11017,GOOGLE ADS,279.63,West
ORD-100473,05/30/2025,CUST-11112,GoogleAds,301.47,West
ORD-100729,08/12/2025,CUST-11269,Google Ads,65.17,Northeast
ORD-101426,02/03/2026,CUST-10850,GoogleAds,215.93,Northeast
ORD-100216,03/18/2025,CUST-10932,Facebook,391.68,Southwest
ORD-100253,03/27/2025,CUST-11203,GoogleAds,137.78,West
ORD-100152,02/22/2025,CUST-10003,GOOGLE ADS,194.77,Northeast
ORD-101165,11/28/2025,CUST-10210,google_ads,300.42,Midwest
ORD-101797,05/16/2026,CUST-10057,GOOGLE ADS,92.56,Midwest
ORD-101247,12/16/2025,CUST-10219,Google Ads,175.89,Midwest
ORD-101681,04/15/2026,CUST-10311,email_marketing,239.74,Midwest
ORD-101320,12/30/2025,CUST-10205,meta_ads,225.5,Southeast
ORD-101567,03/14/2026,CUST-10493,Meta,153.94,Midwest
ORD-101899,06/12/2026,CUST-11157,organic_search,95.39,Southwest
ORD-101397,01/23/2026,CUST-10832,ORGANIC,238.78,Northeast
ORD-100530,06/15/2025,CUST-10574,Google Ads,151.2,Southeast
ORD-101132,11/22/2025,CUST-11059,organic_search,209.21,West
ORD-101244,12/15/2025,CUST-10957,FB Ads,115.59,Midwest
ORD-100240,03/23/2025,CUST-10335,Meta,675.14,Northeast
ORD-101309,12/28/2025,CUST-10803,organic_search,266.33,Southwest
ORD-101642,04/03/2026,CUST-10609,GOOGLE ADS,197.34,West
ORD-100187,03/09/2025,CUST-10153,Facebook,238.87,West
ORD-100246,03/26/2025,CUST-10336,Affiliates,102.32,Northeast
ORD-100903,09/28/2025,CUST-11119,meta_ads,389.17,Southeast
ORD-101425,02/03/2026,CUST-10870,Organic Search,231.52,West
ORD-101481,02/20/2026,CUST-10836,Affiliates,159.82,West
ORD-100882,09/22/2025,CUST-10271,Google Ads,528.73,Midwest
ORD-100692,07/31/2025,CUST-10446,Organic Search,416.57,Midwest
ORD-100302,04/11/2025,CUST-10032,email_marketing,244.93,Southeast
ORD-100283,04/05/2025,CUST-10761,ORGANIC,246.96,Northeast
ORD-100879,09/21/2025,CUST-10783,Meta,223.47,Northeast
ORD-100505,06/09/2025,CUST-10161,Affiliate,172.75,West
ORD-101917,06/16/2026,CUST-10363,Meta,257.34,Southeast
ORD-100321,04/17/2025,CUST-10238,meta_ads,160.2,Midwest
ORD-101955,06/28/2026,CUST-10107,FB Ads,174.05,West
ORD-101252,12/16/2025,CUST-10727,FB Ads,160.83,Southwest
ORD-100832,09/09/2025,CUST-10678,GOOGLE ADS,302.46,Northeast
ORD-100621,07/13/2025,CUST-10985,GoogleAds,195.48,Northeast
ORD-101500,02/25/2026,CUST-10729,Affiliate,265.02,Southeast
ORD-101034,11/02/2025,CUST-10111,Google Ads,287.87,West
ORD-100122,02/12/2025,CUST-10709,GOOGLE ADS,128.68,Southwest
ORD-101242,12/14/2025,CUST-10271,Google Ads,125.95,Southwest
ORD-100510,06/10/2025,CUST-11196,GOOGLE ADS,300.24,Northeast
ORD-100280,04/04/2025,CUST-10145,FB Ads,297.0,Southwest
ORD-101246,12/16/2025,CUST-11017,google_ads,294.65,Midwest
ORD-101236,12/13/2025,CUST-11224,E-mail,155.04,Southeast
ORD-101934,06/19/2026,CUST-10660,google_ads,126.38,West
ORD-101188,12/02/2025,CUST-10069,GoogleAds,558.12,West
ORD-101200,12/05/2025,CUST-10704,Organic,296.54,Southeast
ORD-101538,03/07/2026,CUST-11033,E-mail,123.64,Midwest
ORD-100677,07/28/2025,CUST-10265,E-mail,76.81,Northeast
ORD-100518,06/11/2025,CUST-10346,GOOGLE ADS,259.55,West
ORD-101146,11/24/2025,CUST-10304,Google Ads,386.34,Southeast
ORD-101510,02/28/2026,CUST-10035,Meta,155.1,Northeast
ORD-100067,01/27/2025,CUST-10133,affiliate,165.16,Southeast
ORD-100332,04/19/2025,CUST-10981,google_ads,432.83,Northeast
ORD-100568,06/26/2025,CUST-10256,Google Ads,223.46,Midwest
ORD-101829,05/25/2026,CUST-11284,GOOGLE ADS,153.97,West
ORD-101189,12/02/2025,CUST-10028,Affiliate,68.49,Midwest
ORD-101423,02/02/2026,CUST-10292,GOOGLE ADS,293.08,Southeast
ORD-101683,04/16/2026,CUST-10048,E-mail,302.76,Southeast
ORD-100472,05/30/2025,CUST-10493,AFFILIATE,229.48,Southwest
ORD-101321,12/30/2025,CUST-10232,meta_ads,357.24,Southeast
ORD-100511,06/10/2025,CUST-11291,Google Ads,182.63,Southwest
ORD-100477,05/30/2025,CUST-11047,GoogleAds,119.19,Midwest
ORD-100885,09/23/2025,CUST-10145,organic_search,429.92,West
ORD-101391,01/22/2026,CUST-10424,GOOGLE ADS,374.54,West
ORD-100318,04/15/2025,CUST-11096,Meta,184.73,Southwest
ORD-100936,10/06/2025,CUST-10497,Facebook,158.54,West
ORD-101708,04/21/2026,CUST-10388,Facebook,141.86,Midwest
ORD-100993,10/23/2025,CUST-10455,GOOGLE ADS,187.64,
ORD-100581,06/30/2025,CUST-10730,Organic,267.04,Midwest
ORD-100132,02/16/2025,CUST-10023,Meta,347.46,Southwest
ORD-101713,04/23/2026,CUST-10732,GoogleAds,182.85,Northeast
ORD-100828,09/08/2025,CUST-10547,Facebook,134.3,West
ORD-101596,03/22/2026,CUST-10881,GOOGLE ADS,137.44,Northeast
ORD-100986,10/20/2025,CUST-10850,Facebook,121.73,Midwest
ORD-101938,06/21/2026,CUST-11007,GoogleAds,208.96,Midwest
ORD-100368,05/01/2025,CUST-10466,Affiliate,188.28,Southeast
ORD-100732,08/13/2025,CUST-11001,GoogleAds,179.45,Southwest
ORD-101354,01/07/2026,CUST-10616,Meta,154.74,West
ORD-100125,02/13/2025,CUST-10764,Google Ads,552.24,Northeast
ORD-101602,03/24/2026,CUST-11225,Google Ads,417.56,West
ORD-101550,03/10/2026,CUST-11220,Meta,142.31,Southeast
ORD-100256,03/28/2025,CUST-11066,Facebook,197.61,Southwest
ORD-101954,06/27/2026,CUST-10187,Affiliates,320.28,Midwest
ORD-101473,02/17/2026,CUST-10077,organic_search,189.0,Midwest
ORD-100289,04/07/2025,CUST-10936,organic_search,406.05,West
ORD-100777,08/25/2025,CUST-10230,google_ads,420.14,West
ORD-100081,01/30/2025,CUST-10719,Organic,333.73,Midwest
ORD-100053,01/22/2025,CUST-10008,GOOGLE ADS,518.46,Midwest
ORD-101405,01/26/2026,CUST-11130,Facebook,99.01,West
ORD-100557,06/22/2025,CUST-10562,EMAIL,373.6,Northeast
ORD-100040,01/20/2025,CUST-10663,email_marketing,205.44,West
ORD-101120,11/20/2025,CUST-10925,GOOGLE ADS,383.11,Midwest
ORD-100261,03/29/2025,CUST-10004,GoogleAds,513.53,Southeast
ORD-101871,06/05/2026,CUST-10181,Facebook,85.1,West
ORD-100955,10/12/2025,CUST-11130,meta_ads,287.32,Southeast
ORD-100083,02/01/2025,CUST-10153,meta_ads,104.08,Midwest
ORD-101644,04/03/2026,CUST-10104,google_ads,494.37,Northeast
ORD-101205,12/06/2025,CUST-10032,Google Ads,186.81,West
ORD-101543,03/08/2026,CUST-10681,google_ads,270.02,Northeast
