order_id,order_date,month,customer_id,channel,revenue,region
ORD-101324,2025-12-31,2025-12,CUST-10338,Google Ads,82.84,Southeast
ORD-101669,2026-04-11,2026-04,CUST-11204,Google Ads,522.74,West
ORD-100324,2025-04-17,2025-04,CUST-10270,Google Ads,195.88,Midwest
ORD-100504,2025-06-09,2025-06,CUST-10731,Google Ads,194.26,Southeast
ORD-101687,2026-04-17,2026-04,CUST-10293,Google Ads,113.1,West
ORD-100028,2025-01-14,2025-01,CUST-11147,Email,409.07,Northeast
ORD-101623,2026-03-31,2026-03,CUST-11053,Meta,219.47,West
ORD-100587,2025-07-01,2025-07,CUST-10586,Google Ads,270.54,Northeast
ORD-101192,2025-12-02,2025-12,CUST-10095,Google Ads,483.49,Unknown
ORD-100728,2025-08-11,2025-08,CUST-11067,Google Ads,132.45,Southeast
ORD-101777,2026-05-10,2026-05,CUST-10228,Google Ads,279.91,West
ORD-100224,2025-03-20,2025-03,CUST-10290,Meta,116.41,Northeast
ORD-101854,2026-06-01,2026-06,CUST-10054,Meta,463.85,West
ORD-101173,2025-11-30,2025-11,CUST-11257,Email,291.18,Midwest
ORD-100820,2025-09-06,2025-09,CUST-10461,Email,178.33,Southeast
ORD-100856,2025-09-16,2025-09,CUST-10133,Google Ads,168.62,Midwest
ORD-101732,2026-04-28,2026-04,CUST-10424,Affiliate,160.74,Northeast
ORD-101471,2026-02-16,2026-02,CUST-10034,Meta,599.78,Southeast
ORD-101747,2026-05-02,2026-05,CUST-10844,Google Ads,311.34,Northeast
ORD-101841,2026-05-28,2026-05,CUST-10473,Affiliate,207.72,Southeast
ORD-101799,2026-05-17,2026-05,CUST-11111,Meta,102.77,Southeast
ORD-100399,2025-05-09,2025-05,CUST-10152,Email,356.67,Northeast
ORD-100860,2025-09-17,2025-09,CUST-10959,Google Ads,532.33,Midwest
ORD-100151,2025-02-21,2025-02,CUST-10306,Google Ads,179.12,West
ORD-100215,2025-03-18,2025-03,CUST-10692,Email,158.75,West
ORD-100098,2025-02-05,2025-02,CUST-10509,Google Ads,124.78,Southeast
ORD-100492,2025-06-02,2025-06,CUST-11123,Meta,309.28,West
ORD-101084,2025-11-12,2025-11,CUST-10037,Meta,265.16,Northeast
ORD-101379,2026-01-16,2026-01,CUST-10998,Google Ads,459.38,West
ORD-101286,2025-12-25,2025-12,CUST-10309,Google Ads,240.31,Midwest
ORD-101470,2026-02-16,2026-02,CUST-10021,Google Ads,262.3,West
ORD-100012,2025-01-07,2025-01,CUST-10865,Meta,163.3,Midwest
ORD-100688,2025-07-30,2025-07,CUST-10210,Google Ads,228.51,Northeast
ORD-101719,2026-04-24,2026-04,CUST-11036,Google Ads,198.99,West
ORD-100167,2025-02-28,2025-02,CUST-10794,Google Ads,142.58,Northeast
ORD-100758,2025-08-21,2025-08,CUST-10733,Meta,185.51,West
ORD-101888,2026-06-10,2026-06,CUST-10774,Google Ads,520.06,Midwest
ORD-100188,2025-03-09,2025-03,CUST-11294,Meta,309.71,Southeast
ORD-101803,2026-05-17,2026-05,CUST-10689,Meta,167.36,Southeast
ORD-100043,2025-01-20,2025-01,CUST-10117,Google Ads,302.54,Southwest
ORD-101090,2025-11-13,2025-11,CUST-10299,Google Ads,896.66,Northeast
ORD-100009,2025-01-06,2025-01,CUST-10424,Meta,65.17,Southwest
ORD-101338,2026-01-03,2026-01,CUST-11139,Google Ads,613.9,West
ORD-100147,2025-02-20,2025-02,CUST-11225,Affiliate,113.59,Midwest
ORD-101773,2026-05-09,2026-05,CUST-11175,Google Ads,675.34,West
ORD-100013,2025-01-08,2025-01,CUST-10395,Email,231.34,Midwest
ORD-100389,2025-05-06,2025-05,CUST-11093,Email,497.22,Midwest
ORD-100946,2025-10-10,2025-10,CUST-10542,Email,862.03,Southwest
ORD-100596,2025-07-04,2025-07,CUST-10873,Meta,403.28,Southeast
ORD-101524,2026-03-04,2026-03,CUST-11053,Google Ads,171.96,Midwest
ORD-101487,2026-02-22,2026-02,CUST-11169,Google Ads,243.46,Northeast
ORD-101889,2026-06-10,2026-06,CUST-11010,Google Ads,257.87,West
ORD-100956,2025-10-12,2025-10,CUST-10800,Google Ads,96.83,Southwest
ORD-101696,2026-04-18,2026-04,CUST-11126,Meta,488.86,Northeast
ORD-101776,2026-05-10,2026-05,CUST-10791,Email,598.57,Midwest
ORD-100674,2025-07-27,2025-07,CUST-10011,Google Ads,319.46,Northeast
ORD-100701,2025-08-03,2025-08,CUST-10271,Email,297.1,West
ORD-101273,2025-12-22,2025-12,CUST-10029,Affiliate,305.74,Southeast
ORD-101479,2026-02-19,2026-02,CUST-10990,Email,473.77,West
ORD-101936,2026-06-20,2026-06,CUST-11196,Google Ads,350.93,West
ORD-100455,2025-05-26,2025-05,CUST-10089,Meta,195.2,Northeast
ORD-100927,2025-10-04,2025-10,CUST-10108,Meta,214.62,West
ORD-100683,2025-07-29,2025-07,CUST-11130,Meta,204.21,Midwest
ORD-101157,2025-11-27,2025-11,CUST-11083,Google Ads,138.82,Northeast
ORD-100506,2025-06-09,2025-06,CUST-10829,Google Ads,313.87,Northeast
ORD-100025,2025-01-13,2025-01,CUST-10482,Email,586.54,West
ORD-101203,2025-12-06,2025-12,CUST-10901,Meta,393.6,Southeast
ORD-101453,2026-02-11,2026-02,CUST-10604,Google Ads,189.13,Southeast
ORD-101152,2025-11-25,2025-11,CUST-11016,Google Ads,115.53,Midwest
ORD-100830,2025-09-08,2025-09,CUST-11094,Meta,548.24,West
ORD-100115,2025-02-10,2025-02,CUST-10530,Meta,174.07,Northeast
ORD-100024,2025-01-13,2025-01,CUST-11082,Meta,329.6,Northeast
ORD-100370,2025-05-01,2025-05,CUST-11264,Google Ads,271.48,Northeast
ORD-101794,2026-05-15,2026-05,CUST-10040,Meta,372.23,Northeast
ORD-100096,2025-02-05,2025-02,CUST-10814,Email,823.79,Midwest
ORD-101435,2026-02-05,2026-02,CUST-10216,Google Ads,245.18,Southeast
ORD-100953,2025-10-11,2025-10,CUST-10025,Meta,338.2,Southwest
ORD-101443,2026-02-07,2026-02,CUST-10549,Google Ads,177.95,Southeast
ORD-100099,2025-02-06,2025-02,CUST-10061,Google Ads,354.95,West
ORD-101656,2026-04-07,2026-04,CUST-10413,Google Ads,261.83,Northeast
ORD-101490,2026-02-22,2026-02,CUST-11017,Organic,178.22,Northeast
ORD-101046,2025-11-04,2025-11,CUST-10616,Email,593.36,West
ORD-100357,2025-04-26,2025-04,CUST-11079,Affiliate,208.68,Northeast
ORD-100943,2025-10-09,2025-10,CUST-10046,Meta,241.12,Southeast
ORD-100571,2025-06-27,2025-06,CUST-10753,Meta,179.62,Southeast
ORD-101818,2026-05-21,2026-05,CUST-10625,Google Ads,497.11,Northeast
ORD-101137,2025-11-23,2025-11,CUST-10424,Email,179.06,Northeast
ORD-100779,2025-08-25,2025-08,CUST-10433,Meta,169.78,West
ORD-101208,2025-12-06,2025-12,CUST-11017,Google Ads,192.31,Northeast
ORD-101761,2026-05-04,2026-05,CUST-10044,Email,176.71,West
ORD-101698,2026-04-20,2026-04,CUST-10104,Email,205.35,Northeast
ORD-100270,2025-04-01,2025-04,CUST-10307,Email,191.14,West
ORD-100118,2025-02-11,2025-02,CUST-10306,Google Ads,290.95,Midwest
ORD-100117,2025-02-11,2025-02,CUST-10647,Affiliate,268.05,Unknown
ORD-101901,2026-06-12,2026-06,CUST-10866,Google Ads,229.59,Midwest
ORD-101614,2026-03-28,2026-03,CUST-10410,Google Ads,206.87,Northeast
ORD-101463,2026-02-15,2026-02,CUST-10025,Email,552.76,Southeast
ORD-100977,2025-10-18,2025-10,CUST-11240,Affiliate,248.23,West
ORD-100740,2025-08-17,2025-08,CUST-10498,Organic,212.27,Southeast
ORD-101083,2025-11-12,2025-11,CUST-11293,Google Ads,155.66,Southeast
ORD-100164,2025-02-26,2025-02,CUST-10306,Google Ads,341.16,West
ORD-101256,2025-12-17,2025-12,CUST-10028,Affiliate,172.12,Northeast
ORD-101483,2026-02-21,2026-02,CUST-10916,Google Ads,266.33,Southwest
ORD-101790,2026-05-14,2026-05,CUST-10522,Google Ads,477.86,Northeast
ORD-101583,2026-03-18,2026-03,CUST-11187,Meta,186.54,West
ORD-101592,2026-03-21,2026-03,CUST-11046,Google Ads,160.23,Southeast
ORD-100142,2025-02-19,2025-02,CUST-10506,Email,249.6,Midwest
ORD-100113,2025-02-10,2025-02,CUST-10727,Google Ads,267.32,Northeast
ORD-101187,2025-12-02,2025-12,CUST-10801,Google Ads,239.4,Northeast
ORD-100378,2025-05-04,2025-05,CUST-10325,Google Ads,301.35,West
ORD-100063,2025-01-25,2025-01,CUST-10141,Meta,118.55,West
ORD-101376,2026-01-16,2026-01,CUST-11153,Google Ads,195.32,Southwest
ORD-101511,2026-02-28,2026-02,CUST-11299,Google Ads,358.07,West
ORD-100186,2025-03-08,2025-03,CUST-10418,Google Ads,405.27,Southeast
ORD-101085,2025-11-12,2025-11,CUST-11157,Meta,138.69,Midwest
ORD-101094,2025-11-14,2025-11,CUST-10004,Affiliate,587.94,Southeast
ORD-101018,2025-10-30,2025-10,CUST-11229,Google Ads,219.61,Southeast
ORD-100294,2025-04-08,2025-04,CUST-10293,Google Ads,393.66,Southeast
ORD-101232,2025-12-13,2025-12,CUST-10105,Google Ads,105.34,West
ORD-101738,2026-04-29,2026-04,CUST-11017,Google Ads,303.5,Southeast
ORD-100286,2025-04-06,2025-04,CUST-10980,Google Ads,138.86,Northeast
ORD-101860,2026-06-03,2026-06,CUST-11017,Meta,320.99,Southwest
ORD-101626,2026-03-31,2026-03,CUST-11274,Meta,377.99,Southwest
ORD-100300,2025-04-10,2025-04,CUST-10073,Google Ads,178.53,West
ORD-100467,2025-05-29,2025-05,CUST-10044,Email,225.68,Southeast
ORD-100315,2025-04-14,2025-04,CUST-10663,Google Ads,312.79,Unknown
ORD-100876,2025-09-21,2025-09,CUST-10818,Google Ads,170.8,Northeast
ORD-100672,2025-07-26,2025-07,CUST-10906,Google Ads,250.97,Southeast
ORD-100359,2025-04-28,2025-04,CUST-11263,Google Ads,212.98,Northeast
ORD-100130,2025-02-16,2025-02,CUST-10128,Organic,227.06,West
ORD-100855,2025-09-15,2025-09,CUST-10568,Google Ads,285.03,Southeast
ORD-101329,2025-12-31,2025-12,CUST-11072,Google Ads,339.16,West
ORD-100189,2025-03-09,2025-03,CUST-11157,Meta,136.6,Northeast
ORD-100027,2025-01-14,2025-01,CUST-10844,Meta,161.45,Southeast
ORD-100837,2025-09-11,2025-09,CUST-10303,Meta,338.06,Midwest
ORD-101565,2026-03-13,2026-03,CUST-11167,Google Ads,322.14,Northeast
ORD-100899,2025-09-27,2025-09,CUST-11030,Email,223.86,Northeast
ORD-101581,2026-03-17,2026-03,CUST-10245,Google Ads,385.03,Southeast
ORD-101763,2026-05-05,2026-05,CUST-10663,Meta,336.68,West
ORD-100756,2025-08-20,2025-08,CUST-10183,Google Ads,247.83,Midwest
ORD-100619,2025-07-12,2025-07,CUST-11284,Google Ads,163.18,Midwest
ORD-100757,2025-08-20,2025-08,CUST-10883,Google Ads,232.48,Southeast
ORD-100076,2025-01-29,2025-01,CUST-10167,Meta,228.13,Southeast
ORD-101465,2026-02-15,2026-02,CUST-10553,Organic,459.98,Midwest
ORD-101201,2025-12-05,2025-12,CUST-10338,Google Ads,400.79,Northeast
ORD-101561,2026-03-11,2026-03,CUST-11217,Google Ads,345.89,West
ORD-101162,2025-11-27,2025-11,CUST-10700,Meta,212.98,Midwest
ORD-101267,2025-12-19,2025-12,CUST-10119,Meta,232.6,Midwest
ORD-100266,2025-03-30,2025-03,CUST-10109,Affiliate,110.47,West
ORD-100594,2025-07-03,2025-07,CUST-10938,Google Ads,73.82,West
ORD-100704,2025-08-03,2025-08,CUST-10124,Google Ads,792.87,Midwest
ORD-100325,2025-04-17,2025-04,CUST-10376,Google Ads,263.73,West
ORD-101127,2025-11-21,2025-11,CUST-10770,Email,210.48,Northeast
ORD-100863,2025-09-18,2025-09,CUST-10940,Affiliate,278.09,Midwest
ORD-100630,2025-07-17,2025-07,CUST-10370,Affiliate,129.53,West
ORD-101494,2026-02-24,2026-02,CUST-11053,Meta,121.4,Midwest
ORD-100075,2025-01-29,2025-01,CUST-11036,Google Ads,220.05,Midwest
ORD-101433,2026-02-05,2026-02,CUST-10810,Google Ads,208.84,Southeast
ORD-101606,2026-03-25,2026-03,CUST-10820,Organic,633.43,Midwest
ORD-100901,2025-09-27,2025-09,CUST-10047,Google Ads,208.11,Southeast
ORD-100717,2025-08-08,2025-08,CUST-10577,Google Ads,259.36,Southeast
ORD-100737,2025-08-14,2025-08,CUST-10706,Google Ads,681.93,West
ORD-101268,2025-12-20,2025-12,CUST-10510,Google Ads,531.46,West
ORD-101307,2025-12-28,2025-12,CUST-11023,Google Ads,324.91,Northeast
ORD-100829,2025-09-08,2025-09,CUST-10181,Email,607.75,Southeast
ORD-100833,2025-09-09,2025-09,CUST-11264,Affiliate,38.37,Northeast
ORD-100180,2025-03-06,2025-03,CUST-10621,Google Ads,215.98,Midwest
ORD-100742,2025-08-17,2025-08,CUST-10070,Google Ads,214.14,West
ORD-101637,2026-04-02,2026-04,CUST-10206,Organic,331.63,West
ORD-100915,2025-10-01,2025-10,CUST-10294,Email,127.66,Southeast
ORD-100376,2025-05-03,2025-05,CUST-10987,Google Ads,118.9,Southeast
ORD-100662,2025-07-23,2025-07,CUST-10981,Meta,115.97,West
ORD-100023,2025-01-12,2025-01,CUST-10549,Google Ads,214.22,West
ORD-100346,2025-04-23,2025-04,CUST-10944,Google Ads,214.56,Midwest
ORD-101634,2026-04-01,2026-04,CUST-10481,Meta,234.51,Southwest
ORD-101736,2026-04-29,2026-04,CUST-10270,Google Ads,196.45,Southwest
ORD-100008,2025-01-05,2025-01,CUST-10206,Google Ads,230.35,Southeast
ORD-100228,2025-03-21,2025-03,CUST-10557,Email,167.89,Northeast
ORD-100489,2025-06-02,2025-06,CUST-10693,Meta,267.38,Southeast
ORD-100213,2025-03-17,2025-03,CUST-10899,Google Ads,145.6,Southeast
ORD-100817,2025-09-05,2025-09,CUST-10933,Google Ads,261.71,Midwest
ORD-101450,2026-02-11,2026-02,CUST-10586,Google Ads,607.27,Southeast
ORD-100449,2025-05-25,2025-05,CUST-11135,Google Ads,258.2,Southeast
ORD-100725,2025-08-10,2025-08,CUST-11202,Organic,281.14,Midwest
ORD-100015,2025-01-09,2025-01,CUST-11126,Affiliate,90.16,Southeast
ORD-101801,2026-05-17,2026-05,CUST-10665,Meta,105.6,West
ORD-101771,2026-05-08,2026-05,CUST-10815,Organic,261.52,Southeast
ORD-100643,2025-07-20,2025-07,CUST-10214,Affiliate,251.22,Southeast
ORD-101301,2025-12-27,2025-12,CUST-10229,Meta,153.23,Southwest
ORD-101333,2026-01-02,2026-01,CUST-10656,Email,104.12,Midwest
ORD-100546,2025-06-19,2025-06,CUST-10844,Google Ads,260.62,Southeast
ORD-101153,2025-11-25,2025-11,CUST-10958,Meta,269.23,Unknown
ORD-100640,2025-07-19,2025-07,CUST-11075,Affiliate,168.8,West
ORD-100354,2025-04-24,2025-04,CUST-10650,Google Ads,445.0,Northeast
ORD-100768,2025-08-24,2025-08,CUST-10160,Email,496.25,Northeast
ORD-100207,2025-03-16,2025-03,CUST-11157,Google Ads,255.29,Unknown
ORD-101374,2026-01-15,2026-01,CUST-10934,Google Ads,65.99,Southeast
ORD-100961,2025-10-14,2025-10,CUST-10604,Affiliate,442.54,Northeast
ORD-101074,2025-11-10,2025-11,CUST-10680,Google Ads,172.48,West
ORD-100416,2025-05-13,2025-05,CUST-10797,Google Ads,482.76,West
ORD-100398,2025-05-08,2025-05,CUST-10137,Google Ads,244.96,West
ORD-101058,2025-11-07,2025-11,CUST-10182,Email,303.59,Southeast
ORD-101167,2025-11-28,2025-11,CUST-10423,Meta,94.93,Southwest
ORD-100687,2025-07-30,2025-07,CUST-10056,Google Ads,403.43,Southeast
ORD-100442,2025-05-21,2025-05,CUST-10205,Meta,125.02,Southeast
ORD-101650,2026-04-05,2026-04,CUST-10772,Meta,99.1,Northeast
ORD-100602,2025-07-05,2025-07,CUST-10660,Meta,114.15,Midwest
ORD-101904,2026-06-13,2026-06,CUST-10261,Affiliate,93.69,Southeast
ORD-100348,2025-04-23,2025-04,CUST-10466,Meta,481.64,Midwest
ORD-100762,2025-08-22,2025-08,CUST-10732,Google Ads,118.59,Midwest
ORD-100403,2025-05-10,2025-05,CUST-11252,Meta,66.87,Midwest
ORD-100362,2025-04-28,2025-04,CUST-11226,Affiliate,109.09,Southeast
ORD-100026,2025-01-13,2025-01,CUST-10572,Meta,152.31,Southwest
ORD-101903,2026-06-13,2026-06,CUST-11293,Meta,257.67,Southeast
ORD-101168,2025-11-28,2025-11,CUST-11219,Google Ads,253.74,Southeast
ORD-100177,2025-03-04,2025-03,CUST-10583,Meta,449.48,Midwest
ORD-101923,2026-06-16,2026-06,CUST-10081,Affiliate,219.13,Northeast
ORD-100861,2025-09-18,2025-09,CUST-10625,Email,330.05,Midwest
ORD-100610,2025-07-08,2025-07,CUST-10982,Google Ads,474.62,West
ORD-100664,2025-07-23,2025-07,CUST-10792,Google Ads,438.04,West
ORD-100252,2025-03-27,2025-03,CUST-10974,Google Ads,96.62,Northeast
ORD-100414,2025-05-13,2025-05,CUST-10825,Google Ads,118.05,Midwest
ORD-100558,2025-06-22,2025-06,CUST-10582,Email,731.24,Southeast
ORD-100553,2025-06-20,2025-06,CUST-10466,Meta,131.63,Unknown
ORD-100193,2025-03-12,2025-03,CUST-10758,Affiliate,197.66,Midwest
ORD-101133,2025-11-22,2025-11,CUST-10283,Meta,359.36,Southeast
ORD-101710,2026-04-22,2026-04,CUST-10870,Google Ads,319.8,Northeast
ORD-101151,2025-11-25,2025-11,CUST-10023,Google Ads,183.63,Midwest
ORD-100445,2025-05-22,2025-05,CUST-11174,Meta,187.61,Southwest
ORD-101953,2026-06-25,2026-06,CUST-10186,Organic,108.91,West
ORD-100912,2025-10-01,2025-10,CUST-10678,Email,182.72,Northeast
ORD-100972,2025-10-16,2025-10,CUST-10306,Google Ads,322.1,West
ORD-101454,2026-02-12,2026-02,CUST-10770,Email,357.13,Northeast
ORD-100451,2025-05-25,2025-05,CUST-11031,Google Ads,345.11,Unknown
ORD-101389,2026-01-21,2026-01,CUST-11212,Meta,146.4,Midwest
ORD-100464,2025-05-28,2025-05,CUST-10114,Meta,111.09,Southeast
ORD-101088,2025-11-13,2025-11,CUST-11256,Meta,515.16,Southeast
ORD-100458,2025-05-26,2025-05,CUST-10067,Affiliate,290.22,Northeast
ORD-101384,2026-01-19,2026-01,CUST-10878,Email,150.7,Southeast
ORD-101932,2026-06-19,2026-06,CUST-10801,Meta,214.99,Unknown
ORD-100731,2025-08-13,2025-08,CUST-10125,Affiliate,429.6,West
ORD-100369,2025-05-01,2025-05,CUST-10304,Google Ads,717.99,Northeast
ORD-100484,2025-06-01,2025-06,CUST-10692,Meta,320.21,Northeast
ORD-101442,2026-02-07,2026-02,CUST-11109,Meta,228.78,Southeast
ORD-101178,2025-12-01,2025-12,CUST-11265,Google Ads,409.28,West
ORD-100307,2025-04-11,2025-04,CUST-10785,Organic,294.16,Southwest
ORD-100285,2025-04-06,2025-04,CUST-10311,Email,220.89,Northeast
ORD-100611,2025-07-08,2025-07,CUST-10755,Affiliate,365.88,Unknown
ORD-100649,2025-07-21,2025-07,CUST-10035,Email,302.55,West
ORD-100716,2025-08-07,2025-08,CUST-11169,Google Ads,244.39,Southwest
ORD-101377,2026-01-16,2026-01,CUST-10971,Google Ads,123.82,West
ORD-101489,2026-02-22,2026-02,CUST-11169,Affiliate,156.74,Midwest
ORD-101087,2025-11-13,2025-11,CUST-10525,Email,474.26,West
ORD-100657,2025-07-22,2025-07,CUST-10150,Email,73.87,Northeast
ORD-101351,2026-01-06,2026-01,CUST-10240,Google Ads,357.47,Southwest
ORD-100883,2025-09-22,2025-09,CUST-11051,Google Ads,178.95,Southeast
ORD-100699,2025-08-02,2025-08,CUST-10293,Meta,184.91,Midwest
ORD-100824,2025-09-07,2025-09,CUST-10874,Google Ads,1103.3,Midwest
ORD-101925,2026-06-17,2026-06,CUST-10854,Meta,387.89,Midwest
ORD-100097,2025-02-05,2025-02,CUST-10784,Google Ads,368.39,Southwest
ORD-101812,2026-05-19,2026-05,CUST-10859,Email,287.12,West
ORD-100984,2025-10-20,2025-10,CUST-10887,Email,135.78,Southwest
ORD-100810,2025-09-03,2025-09,CUST-10887,Google Ads,668.61,Midwest
ORD-100139,2025-02-18,2025-02,CUST-10238,Google Ads,250.78,Southeast
ORD-101196,2025-12-03,2025-12,CUST-10409,Meta,492.3,Southeast
ORD-101679,2026-04-15,2026-04,CUST-10547,Google Ads,523.38,Southeast
ORD-100698,2025-08-02,2025-08,CUST-10159,Meta,159.94,Southeast
ORD-101347,2026-01-05,2026-01,CUST-11263,Organic,555.91,Midwest
ORD-100905,2025-09-29,2025-09,CUST-10637,Google Ads,67.25,Northeast
ORD-100930,2025-10-05,2025-10,CUST-10008,Meta,169.07,Southwest
ORD-101172,2025-11-30,2025-11,CUST-11135,Email,628.27,West
ORD-100754,2025-08-20,2025-08,CUST-11215,Google Ads,365.05,Southwest
ORD-100128,2025-02-15,2025-02,CUST-10922,Meta,142.19,Midwest
ORD-100739,2025-08-16,2025-08,CUST-10070,Meta,265.32,Southeast
ORD-100658,2025-07-22,2025-07,CUST-10836,Google Ads,90.6,West
ORD-100755,2025-08-20,2025-08,CUST-10145,Google Ads,349.56,Northeast
ORD-101352,2026-01-06,2026-01,CUST-10395,Google Ads,302.51,Northeast
ORD-100522,2025-06-12,2025-06,CUST-10210,Google Ads,326.42,Southwest
ORD-100264,2025-03-30,2025-03,CUST-11033,Google Ads,571.04,Southeast
ORD-101303,2025-12-28,2025-12,CUST-10401,Organic,341.06,West
ORD-101767,2026-05-05,2026-05,CUST-11106,Google Ads,133.69,Southeast
ORD-101580,2026-03-17,2026-03,CUST-10088,Affiliate,267.76,Midwest
ORD-100631,2025-07-17,2025-07,CUST-10475,Email,726.71,Southeast
ORD-100498,2025-06-05,2025-06,CUST-10725,Email,257.54,Southeast
ORD-101635,2026-04-02,2026-04,CUST-10454,Meta,128.58,West
ORD-101319,2025-12-30,2025-12,CUST-11096,Email,188.17,Southeast
ORD-101649,2026-04-05,2026-04,CUST-10394,Meta,240.73,West
ORD-101015,2025-10-30,2025-10,CUST-10726,Meta,236.98,Midwest
ORD-100432,2025-05-17,2025-05,CUST-10743,Google Ads,308.43,Midwest
ORD-101149,2025-11-25,2025-11,CUST-11083,Google Ads,368.11,Southwest
ORD-101701,2026-04-20,2026-04,CUST-10424,Meta,436.96,Southeast
ORD-100068,2025-01-27,2025-01,CUST-10442,Google Ads,217.81,Northeast
ORD-101906,2026-06-14,2026-06,CUST-10067,Organic,203.2,Southeast
ORD-100660,2025-07-23,2025-07,CUST-11264,Google Ads,354.68,Northeast
ORD-101190,2025-12-02,2025-12,CUST-11164,Meta,270.06,Midwest
ORD-100992,2025-10-22,2025-10,CUST-10225,Google Ads,468.85,West
ORD-100573,2025-06-28,2025-06,CUST-10542,Meta,524.96,Midwest
ORD-100334,2025-04-20,2025-04,CUST-11093,Email,819.68,Northeast
ORD-100338,2025-04-21,2025-04,CUST-10461,Organic,283.66,Southeast
ORD-101027,2025-11-01,2025-11,CUST-11177,Google Ads,640.45,Northeast
ORD-100383,2025-05-04,2025-05,CUST-11249,Google Ads,693.58,Northeast
ORD-101493,2026-02-24,2026-02,CUST-11056,Google Ads,45.09,Northeast
ORD-100055,2025-01-22,2025-01,CUST-11191,Google Ads,535.23,West
ORD-100681,2025-07-28,2025-07,CUST-10876,Meta,444.6,West
ORD-101081,2025-11-12,2025-11,CUST-10178,Affiliate,177.68,West
ORD-101911,2026-06-14,2026-06,CUST-10758,Google Ads,156.77,West
ORD-101527,2026-03-05,2026-03,CUST-10206,Email,374.16,West
ORD-100705,2025-08-03,2025-08,CUST-10798,Google Ads,279.64,West
ORD-101671,2026-04-11,2026-04,CUST-10812,Meta,245.37,West
ORD-100170,2025-03-01,2025-03,CUST-10776,Email,219.99,West
ORD-101849,2026-05-31,2026-05,CUST-10978,Google Ads,108.23,Northeast
ORD-101791,2026-05-14,2026-05,CUST-11229,Google Ads,255.35,West
ORD-100326,2025-04-17,2025-04,CUST-10547,Affiliate,136.34,Southeast
ORD-100503,2025-06-08,2025-06,CUST-10318,Google Ads,633.22,Southeast
ORD-100981,2025-10-19,2025-10,CUST-10359,Google Ads,206.34,Southeast
ORD-100409,2025-05-11,2025-05,CUST-10732,Organic,137.71,Northeast
ORD-100297,2025-04-10,2025-04,CUST-10145,Google Ads,119.09,Midwest
ORD-101164,2025-11-28,2025-11,CUST-10909,Google Ads,249.52,Northeast
ORD-101667,2026-04-10,2026-04,CUST-10964,Google Ads,452.98,West
ORD-101355,2026-01-07,2026-01,CUST-10271,Affiliate,198.17,Southeast
ORD-101342,2026-01-04,2026-01,CUST-10161,Organic,292.67,Midwest
ORD-101900,2026-06-12,2026-06,CUST-10227,Google Ads,291.65,West
ORD-100718,2025-08-08,2025-08,CUST-10869,Email,541.69,Northeast
ORD-100671,2025-07-25,2025-07,CUST-10654,Email,282.24,Midwest
ORD-100648,2025-07-21,2025-07,CUST-10349,Google Ads,226.99,Northeast
ORD-101514,2026-03-01,2026-03,CUST-10747,Google Ads,136.16,West
ORD-101673,2026-04-12,2026-04,CUST-10301,Google Ads,375.59,Northeast
ORD-101532,2026-03-06,2026-03,CUST-10396,Organic,228.46,Midwest
ORD-101956,2026-06-29,2026-06,CUST-10859,Google Ads,238.74,West
ORD-100700,2025-08-03,2025-08,CUST-11190,Organic,201.43,West
ORD-100702,2025-08-03,2025-08,CUST-11159,Google Ads,220.47,Southwest
ORD-100531,2025-06-15,2025-06,CUST-10680,Affiliate,307.1,Southeast
ORD-100407,2025-05-11,2025-05,CUST-10373,Meta,207.14,Northeast
ORD-100199,2025-03-14,2025-03,CUST-11017,Google Ads,279.63,West
ORD-100473,2025-05-30,2025-05,CUST-11112,Google Ads,301.47,West
ORD-100729,2025-08-12,2025-08,CUST-11269,Google Ads,65.17,Northeast
ORD-101426,2026-02-03,2026-02,CUST-10850,Google Ads,215.93,Northeast
ORD-100216,2025-03-18,2025-03,CUST-10932,Meta,391.68,Southwest
ORD-100253,2025-03-27,2025-03,CUST-11203,Google Ads,137.78,West
ORD-100152,2025-02-22,2025-02,CUST-10003,Google Ads,194.77,Northeast
ORD-101165,2025-11-28,2025-11,CUST-10210,Google Ads,300.42,Midwest
ORD-101797,2026-05-16,2026-05,CUST-10057,Google Ads,92.56,Midwest
ORD-101247,2025-12-16,2025-12,CUST-10219,Google Ads,175.89,Midwest
ORD-101681,2026-04-15,2026-04,CUST-10311,Email,239.74,Midwest
ORD-101320,2025-12-30,2025-12,CUST-10205,Meta,225.5,Southeast
ORD-101567,2026-03-14,2026-03,CUST-10493,Meta,153.94,Midwest
ORD-101899,2026-06-12,2026-06,CUST-11157,Organic,95.39,Southwest
ORD-101397,2026-01-23,2026-01,CUST-10832,Organic,238.78,Northeast
ORD-100530,2025-06-15,2025-06,CUST-10574,Google Ads,151.2,Southeast
ORD-101132,2025-11-22,2025-11,CUST-11059,Organic,209.21,West
ORD-101244,2025-12-15,2025-12,CUST-10957,Meta,115.59,Midwest
ORD-100240,2025-03-23,2025-03,CUST-10335,Meta,675.14,Northeast
ORD-101309,2025-12-28,2025-12,CUST-10803,Organic,266.33,Southwest
ORD-101642,2026-04-03,2026-04,CUST-10609,Google Ads,197.34,West
ORD-100187,2025-03-09,2025-03,CUST-10153,Meta,238.87,West
ORD-100246,2025-03-26,2025-03,CUST-10336,Affiliate,102.32,Northeast
