session_date,month,channel,sessions,bounce_rate
2025-03-08,2025-03,Affiliate,9,0.577
2025-03-08,2025-03,Organic,4,0.35
2025-03-09,2025-03,Organic,10,0.488
2025-03-09,2025-03,Meta,17,0.603
2025-03-09,2025-03,Affiliate,6,0.653
2025-03-09,2025-03,Google Ads,87,0.503
2025-03-09,2025-03,Meta,16,0.539
2025-03-09,2025-03,Affiliate,4,0.713
2025-03-09,2025-03,Email,15,0.479
2025-03-09,2025-03,Meta,18,0.61
2025-03-09,2025-03,Affiliate,4,0.514
2025-03-10,2025-03,Email,10,0.425
2025-03-10,2025-03,Organic,6,0.316
2025-03-10,2025-03,Email,8,0.456
2025-03-10,2025-03,Organic,6,0.471
2025-03-10,2025-03,Meta,58,0.67
2025-03-10,2025-03,Google Ads,56,0.46
2025-03-10,2025-03,Affiliate,16,0.611
2025-03-11,2025-03,Email,3,0.481
2025-03-11,2025-03,Organic,7,0.418
2025-03-11,2025-03,Google Ads,25,0.457
2025-03-11,2025-03,Organic,12,0.272
2025-03-11,2025-03,Email,7,0.41
2025-03-11,2025-03,Meta,97,0.616
2025-03-11,2025-03,Google Ads,26,0.454
2025-03-11,2025-03,Affiliate,20,0.602
2025-03-11,2025-03,Google Ads,23,0.463
2025-03-12,2025-03,Affiliate,6,0.628
2025-03-12,2025-03,Email,10,0.479
2025-03-12,2025-03,Meta,76,0.527
2025-03-12,2025-03,Organic,5,0.382
2025-03-12,2025-03,Email,7,0.483
2025-03-12,2025-03,Affiliate,4,0.572
2025-03-12,2025-03,Organic,2,0.434
2025-03-12,2025-03,Organic,3,0.429
2025-03-12,2025-03,Google Ads,42,0.458
2025-03-13,2025-03,Affiliate,2,0.604
2025-03-13,2025-03,Email,6,0.503
2025-03-13,2025-03,Meta,79,0.523
2025-03-13,2025-03,Organic,5,0.378
2025-03-13,2025-03,Email,7,0.36
2025-03-13,2025-03,Google Ads,79,0.494
2025-03-13,2025-03,Affiliate,6,0.744
2025-03-13,2025-03,Organic,3,0.389
2025-03-13,2025-03,Affiliate,10,0.636
2025-03-14,2025-03,Organic,7,0.406
2025-03-14,2025-03,Email,3,0.368
2025-03-14,2025-03,Affiliate,5,0.632
2025-03-14,2025-03,Affiliate,8,0.631
2025-03-14,2025-03,Google Ads,72,0.395
2025-03-14,2025-03,Meta,18,0.512
2025-03-14,2025-03,Email,3,0.348
2025-03-14,2025-03,Meta,29,0.527
2025-03-15,2025-03,Meta,29,0.6
2025-03-15,2025-03,Organic,3,0.47
2025-03-15,2025-03,Organic,3,0.406
2025-03-15,2025-03,Affiliate,7,0.718
2025-03-15,2025-03,Google Ads,30,0.414
2025-03-15,2025-03,Email,4,0.428
2025-03-15,2025-03,Google Ads,32,0.444
2025-03-15,2025-03,Meta,20,0.437
2025-03-15,2025-03,Email,8,0.452
2025-03-16,2025-03,Google Ads,19,0.462
2025-03-16,2025-03,Organic,10,0.414
2025-03-16,2025-03,Meta,23,0.635
2025-03-16,2025-03,Affiliate,10,0.506
2025-03-16,2025-03,Google Ads,20,0.534
2025-03-16,2025-03,Affiliate,5,0.68
2025-03-16,2025-03,Email,5,0.451
2025-03-16,2025-03,Google Ads,16,0.485
2025-03-16,2025-03,Meta,32,0.478
2025-03-16,2025-03,Email,6,0.456
2025-03-17,2025-03,Email,4,0.437
2025-03-17,2025-03,Google Ads,16,0.483
2025-03-17,2025-03,Meta,45,0.682
2025-03-17,2025-03,Affiliate,10,0.628
2025-03-17,2025-03,Google Ads,19,0.403
2025-03-17,2025-03,Google Ads,24,0.367
2025-03-17,2025-03,Organic,12,0.421
2025-03-17,2025-03,Organic,5,0.419
2025-03-17,2025-03,Affiliate,7,0.655
2025-03-17,2025-03,Meta,36,0.576
2025-03-17,2025-03,Email,9,0.451
2025-03-18,2025-03,Google Ads,44,0.42
2025-03-18,2025-03,Email,10,0.45
2025-03-18,2025-03,Meta,45,0.563
2025-03-18,2025-03,Affiliate,7,0.707
2025-03-18,2025-03,Affiliate,5,0.629
2025-03-18,2025-03,Email,10,0.536
2025-03-18,2025-03,Organic,10,0.444
2025-03-18,2025-03,Google Ads,52,0.559
2025-03-18,2025-03,Meta,41,0.411
2025-03-18,2025-03,Affiliate,10,0.702
2025-03-19,2025-03,Affiliate,9,0.572
2025-03-19,2025-03,Google Ads,37,0.46
2025-03-19,2025-03,Email,6,0.496
2025-03-19,2025-03,Email,1,0.501
2025-03-19,2025-03,Affiliate,6,0.703
2025-03-19,2025-03,Meta,37,0.668
2025-03-19,2025-03,Google Ads,25,0.368
2025-03-19,2025-03,Meta,27,0.633
2025-03-19,2025-03,Organic,8,0.419
2025-03-19,2025-03,Affiliate,5,0.723
2025-03-20,2025-03,Meta,45,0.578
2025-03-20,2025-03,Affiliate,13,0.538
2025-03-20,2025-03,Organic,9,0.454
2025-03-20,2025-03,Affiliate,8,0.664
2025-03-20,2025-03,Meta,34,0.504
2025-03-20,2025-03,Organic,4,0.36
2025-03-20,2025-03,Google Ads,24,0.554
2025-03-20,2025-03,Email,11,0.338
2025-03-20,2025-03,Google Ads,24,0.461
2025-03-21,2025-03,Organic,12,0.337
2025-03-21,2025-03,Email,15,0.522
2025-03-21,2025-03,Google Ads,36,0.451
2025-03-21,2025-03,Meta,74,0.611
2025-03-21,2025-03,Affiliate,15,0.561
2025-03-21,2025-03,Google Ads,25,0.513
2025-03-22,2025-03,Organic,9,0.434
2025-03-22,2025-03,Email,8,0.425
2025-03-22,2025-03,Google Ads,28,0.539
2025-03-22,2025-03,Meta,42,0.565
2025-03-22,2025-03,Affiliate,8,0.546
2025-03-22,2025-03,Meta,41,0.629
2025-03-22,2025-03,Email,5,0.381
2025-03-22,2025-03,Affiliate,6,0.651
2025-03-22,2025-03,Google Ads,32,0.436
2025-03-23,2025-03,Meta,23,0.649
2025-03-23,2025-03,Organic,3,0.401
2025-03-23,2025-03,Google Ads,38,0.462
2025-03-23,2025-03,Meta,30,0.527
2025-03-23,2025-03,Organic,4,0.455
2025-03-23,2025-03,Email,8,0.443
2025-03-23,2025-03,Affiliate,7,0.64
2025-03-23,2025-03,Affiliate,5,0.68
2025-03-23,2025-03,Affiliate,4,0.575
2025-03-23,2025-03,Google Ads,35,0.527
2025-03-23,2025-03,Email,9,0.484
2025-03-24,2025-03,Email,7,0.374
2025-03-24,2025-03,Google Ads,31,0.468
2025-03-24,2025-03,Organic,3,0.419
2025-03-24,2025-03,Organic,3,0.377
2025-03-24,2025-03,Affiliate,4,0.551
2025-03-24,2025-03,Meta,16,0.501
2025-03-24,2025-03,Google Ads,45,0.501
2025-03-24,2025-03,Meta,19,0.549
2025-03-24,2025-03,Email,7,0.311
2025-03-24,2025-03,Affiliate,6,0.65
2025-03-24,2025-03,Meta,13,0.58
2025-03-24,2025-03,Organic,3,0.378
2025-03-25,2025-03,Meta,80,0.664
2025-03-25,2025-03,Affiliate,5,0.531
2025-03-25,2025-03,Google Ads,26,0.447
2025-03-25,2025-03,Email,7,0.559
2025-03-25,2025-03,Email,4,0.368
2025-03-25,2025-03,Organic,11,0.373
2025-03-25,2025-03,Google Ads,25,0.471
2025-03-25,2025-03,Affiliate,5,0.691
2025-03-26,2025-03,Google Ads,23,0.425
2025-03-26,2025-03,Meta,51,0.503
2025-03-26,2025-03,Organic,6,0.347
2025-03-26,2025-03,Google Ads,25,0.428
2025-03-26,2025-03,Meta,43,0.544
2025-03-26,2025-03,Affiliate,15,0.657
2025-03-26,2025-03,Google Ads,37,0.481
2025-03-26,2025-03,Organic,6,0.329
2025-03-26,2025-03,Email,10,0.475
2025-03-27,2025-03,Organic,7,0.481
2025-03-27,2025-03,Affiliate,14,0.724
2025-03-27,2025-03,Affiliate,7,0.683
2025-03-27,2025-03,Meta,29,0.494
2025-03-27,2025-03,Google Ads,59,0.63
2025-03-27,2025-03,Email,8,0.429
2025-03-27,2025-03,Email,11,0.449
2025-03-27,2025-03,Meta,22,0.515
2025-03-28,2025-03,Google Ads,32,0.411
2025-03-28,2025-03,Meta,67,0.567
2025-03-28,2025-03,Affiliate,10,0.605
2025-03-28,2025-03,Organic,4,0.423
2025-03-28,2025-03,Email,5,0.448
2025-03-28,2025-03,Affiliate,8,0.577
2025-03-28,2025-03,Email,8,0.344
2025-03-28,2025-03,Google Ads,32,0.542
2025-03-28,2025-03,Organic,3,0.333
2025-03-28,2025-03,Organic,1,0.337
2025-03-29,2025-03,Organic,5,0.444
2025-03-29,2025-03,Affiliate,3,0.612
2025-03-29,2025-03,Meta,26,0.609
2025-03-29,2025-03,Affiliate,5,0.666
2025-03-29,2025-03,Google Ads,13,0.395
2025-03-29,2025-03,Email,4,0.437
2025-03-29,2025-03,Organic,3,0.43
2025-03-29,2025-03,Email,15,0.427
2025-03-29,2025-03,Meta,19,0.613
2025-03-29,2025-03,Affiliate,8,0.565
2025-03-29,2025-03,Google Ads,23,0.438
2025-03-30,2025-03,Email,9,0.45
2025-03-30,2025-03,Google Ads,45,0.507
2025-03-30,2025-03,Google Ads,29,0.523
2025-03-30,2025-03,Meta,27,0.554
2025-03-30,2025-03,Organic,1,0.434
2025-03-30,2025-03,Meta,30,0.593
2025-03-30,2025-03,Organic,4,0.387
2025-03-30,2025-03,Affiliate,8,0.679
2025-03-30,2025-03,Organic,3,0.424
2025-03-30,2025-03,Affiliate,9,0.675
2025-03-31,2025-03,Meta,36,0.617
2025-03-31,2025-03,Organic,4,0.39
2025-03-31,2025-03,Meta,42,0.709
2025-03-31,2025-03,Affiliate,19,0.596
2025-03-31,2025-03,Google Ads,51,0.437
2025-03-31,2025-03,Email,5,0.402
2025-03-31,2025-03,Email,8,0.445
2025-03-31,2025-03,Organic,3,0.429
2025-04-01,2025-04,Affiliate,5,0.571
2025-04-01,2025-04,Email,7,0.493
2025-04-01,2025-04,Organic,6,0.46
2025-04-01,2025-04,Organic,8,0.414
2025-04-01,2025-04,Meta,31,0.67
2025-04-01,2025-04,Google Ads,43,0.518
2025-04-01,2025-04,Affiliate,10,0.58
2025-04-01,2025-04,Email,9,0.498
2025-04-01,2025-04,Google Ads,49,0.512
2025-04-01,2025-04,Meta,24,0.635
2025-04-02,2025-04,Organic,4,0.438
2025-04-02,2025-04,Organic,6,0.41
2025-04-02,2025-04,Email,11,0.298
2025-04-02,2025-04,Google Ads,86,0.486
2025-04-02,2025-04,Meta,32,0.537
2025-04-02,2025-04,Affiliate,4,0.588
2025-04-02,2025-04,Affiliate,5,0.615
2025-04-02,2025-04,Affiliate,9,0.523
2025-04-02,2025-04,Meta,22,0.593
2025-04-03,2025-04,Affiliate,7,0.649
2025-04-03,2025-04,Google Ads,54,0.461
2025-04-03,2025-04,Organic,4,0.361
2025-04-03,2025-04,Organic,5,0.407
2025-04-03,2025-04,Affiliate,9,0.583
2025-04-03,2025-04,Meta,21,0.521
2025-04-03,2025-04,Email,9,0.453
2025-04-03,2025-04,Meta,33,0.518
2025-04-04,2025-04,Meta,52,0.542
2025-04-04,2025-04,Affiliate,9,0.627
2025-04-04,2025-04,Email,5,0.337
2025-04-04,2025-04,Google Ads,23,0.428
2025-04-04,2025-04,Google Ads,28,0.342
2025-04-04,2025-04,Organic,12,0.406
2025-04-04,2025-04,Email,2,0.406
2025-04-04,2025-04,Affiliate,7,0.604
2025-04-05,2025-04,Email,6,0.347
2025-04-05,2025-04,Organic,2,0.398
2025-04-05,2025-04,Google Ads,30,0.367
2025-04-05,2025-04,Meta,42,0.502
2025-04-05,2025-04,Organic,1,0.485
2025-04-05,2025-04,Affiliate,4,0.678
2025-04-05,2025-04,Affiliate,6,0.589
2025-04-05,2025-04,Organic,4,0.405
2025-04-05,2025-04,Affiliate,7,0.624
2025-04-05,2025-04,Google Ads,29,0.566
2025-04-05,2025-04,Email,5,0.48
2025-04-06,2025-04,Email,5,0.497
2025-04-06,2025-04,Meta,17,0.66
2025-04-06,2025-04,Google Ads,70,0.567
2025-04-06,2025-04,Email,4,0.431
2025-04-06,2025-04,Meta,19,0.539
2025-04-06,2025-04,Affiliate,12,0.682
2025-04-06,2025-04,Email,2,0.426
2025-04-06,2025-04,Organic,12,0.412
2025-04-06,2025-04,Affiliate,10,0.593
2025-04-07,2025-04,Email,5,0.472
2025-04-07,2025-04,Organic,6,0.47
2025-04-07,2025-04,Email,9,0.447
2025-04-07,2025-04,Meta,43,0.581
2025-04-07,2025-04,Email,7,0.413
2025-04-07,2025-04,Organic,5,0.295
2025-04-07,2025-04,Google Ads,48,0.546
2025-04-07,2025-04,Affiliate,18,0.656
2025-04-07,2025-04,Google Ads,46,0.562
2025-04-08,2025-04,Email,3,0.456
2025-04-08,2025-04,Organic,1,0.431
2025-04-08,2025-04,Meta,38,0.592
2025-04-08,2025-04,Organic,1,0.373
2025-04-08,2025-04,Google Ads,33,0.483
2025-04-08,2025-04,Email,4,0.379
2025-04-08,2025-04,Google Ads,53,0.51
2025-04-08,2025-04,Organic,1,0.442
2025-04-08,2025-04,Affiliate,12,0.675
2025-04-08,2025-04,Affiliate,5,0.739
2025-04-08,2025-04,Email,6,0.446
2025-04-09,2025-04,Affiliate,11,0.712
2025-04-09,2025-04,Google Ads,95,0.519
2025-04-09,2025-04,Meta,25,0.59
2025-04-09,2025-04,Organic,5,0.411
2025-04-09,2025-04,Meta,29,0.498
2025-04-09,2025-04,Affiliate,8,0.59
2025-04-09,2025-04,Organic,3,0.376
2025-04-09,2025-04,Email,15,0.51
2025-04-10,2025-04,Google Ads,36,0.553
2025-04-10,2025-04,Google Ads,20,0.55
2025-04-10,2025-04,Affiliate,16,0.69
2025-04-10,2025-04,Organic,12,0.386
2025-04-10,2025-04,Meta,45,0.577
2025-04-10,2025-04,Email,20,0.433
2025-04-11,2025-04,Meta,50,0.591
2025-04-11,2025-04,Affiliate,18,0.527
2025-04-11,2025-04,Google Ads,35,0.468
2025-04-11,2025-04,Organic,4,0.495
2025-04-11,2025-04,Organic,5,0.424
2025-04-11,2025-04,Affiliate,12,0.668
2025-04-11,2025-04,Email,11,0.508
2025-04-11,2025-04,Google Ads,28,0.465
2025-04-11,2025-04,Organic,3,0.432
2025-04-12,2025-04,Email,7,0.411
2025-04-12,2025-04,Meta,34,0.707
2025-04-12,2025-04,Email,4,0.449
2025-04-12,2025-04,Organic,3,0.398
2025-04-12,2025-04,Organic,4,0.446
2025-04-12,2025-04,Google Ads,23,0.462
2025-04-12,2025-04,Affiliate,10,0.66
2025-04-12,2025-04,Organic,1,0.51
2025-04-12,2025-04,Google Ads,31,0.486
2025-04-13,2025-04,Organic,13,0.389
2025-04-13,2025-04,Email,11,0.449
2025-04-13,2025-04,Affiliate,16,0.664
2025-04-13,2025-04,Meta,18,0.619
2025-04-13,2025-04,Meta,13,0.519
2025-04-13,2025-04,Google Ads,97,0.492
2025-04-14,2025-04,Affiliate,11,0.582
2025-04-14,2025-04,Email,10,0.428
2025-04-14,2025-04,Email,5,0.441
2025-04-14,2025-04,Meta,38,0.55
2025-04-14,2025-04,Organic,6,0.416
2025-04-14,2025-04,Google Ads,55,0.44
2025-04-14,2025-04,Organic,9,0.42
2025-04-15,2025-04,Meta,70,0.781
2025-04-15,2025-04,Google Ads,78,0.464
2025-04-15,2025-04,Organic,9,0.435
2025-04-15,2025-04,Email,9,0.421
2025-04-15,2025-04,Email,9,0.444
2025-04-15,2025-04,Affiliate,6,0.733
2025-04-15,2025-04,Affiliate,11,0.579
2025-04-15,2025-04,Organic,5,0.325
2025-04-16,2025-04,Email,2,0.416
2025-04-16,2025-04,Organic,13,0.501
2025-04-16,2025-04,Affiliate,15,0.512
2025-04-16,2025-04,Meta,22,0.617
2025-04-16,2025-04,Email,7,0.488
2025-04-16,2025-04,Google Ads,37,0.45
2025-04-16,2025-04,Google Ads,52,0.47
2025-04-16,2025-04,Meta,15,0.624
2025-04-16,2025-04,Meta,14,0.591
2025-04-17,2025-04,Google Ads,26,0.524
2025-04-17,2025-04,Google Ads,17,0.406
2025-04-17,2025-04,Google Ads,21,0.479
2025-04-17,2025-04,Affiliate,9,0.621
2025-04-17,2025-04,Meta,20,0.645
2025-04-17,2025-04,Meta,39,0.685
2025-04-17,2025-04,Affiliate,13,0.532
2025-04-17,2025-04,Email,5,0.553
2025-04-17,2025-04,Organic,4,0.442
2025-04-17,2025-04,Organic,4,0.42
2025-04-17,2025-04,Meta,22,0.603
2025-04-17,2025-04,Email,5,0.442
2025-04-18,2025-04,Google Ads,22,0.475
2025-04-18,2025-04,Organic,1,0.369
2025-04-18,2025-04,Meta,36,0.642
2025-04-18,2025-04,Google Ads,21,0.424
2025-04-18,2025-04,Meta,27,0.581
2025-04-18,2025-04,Organic,3,0.421
2025-04-18,2025-04,Affiliate,20,0.688
2025-04-18,2025-04,Google Ads,15,0.571
2025-04-18,2025-04,Email,5,0.403
2025-04-18,2025-04,Email,9,0.411
2025-04-19,2025-04,Email,1,0.396
2025-04-19,2025-04,Organic,7,0.328
2025-04-19,2025-04,Affiliate,3,0.79
2025-04-19,2025-04,Email,8,0.502
2025-04-19,2025-04,Affiliate,5,0.685
2025-04-19,2025-04,Meta,15,0.563
2025-04-19,2025-04,Organic,5,0.471
2025-04-19,2025-04,Affiliate,5,0.671
2025-04-19,2025-04,Google Ads,72,0.494
2025-04-19,2025-04,Organic,8,0.384
2025-04-19,2025-04,Meta,15,0.512
2025-04-20,2025-04,Meta,49,0.466
2025-04-20,2025-04,Google Ads,39,0.431
2025-04-20,2025-04,Organic,5,0.373
2025-04-20,2025-04,Google Ads,48,0.599
2025-04-20,2025-04,Affiliate,8,0.575
2025-04-20,2025-04,Email,4,0.412
2025-04-20,2025-04,Email,7,0.361
2025-04-20,2025-04,Organic,4,0.325
2025-04-20,2025-04,Affiliate,8,0.691
2025-04-20,2025-04,Affiliate,6,0.582
2025-04-21,2025-04,Google Ads,33,0.513
2025-04-21,2025-04,Meta,50,0.522
2025-04-21,2025-04,Affiliate,5,0.66
2025-04-21,2025-04,Google Ads,27,0.495
2025-04-21,2025-04,Email,11,0.436
2025-04-21,2025-04,Google Ads,22,0.471
2025-04-21,2025-04,Organic,2,0.394
2025-04-21,2025-04,Affiliate,14,0.651
2025-04-21,2025-04,Organic,1,0.432
2025-04-21,2025-04,Organic,2,0.402
2025-04-22,2025-04,Email,3,0.519
2025-04-22,2025-04,Meta,16,0.666
2025-04-22,2025-04,Meta,29,0.527
2025-04-22,2025-04,Organic,8,0.45
2025-04-22,2025-04,Google Ads,24,0.524
2025-04-22,2025-04,Affiliate,20,0.626
2025-04-22,2025-04,Google Ads,25,0.426
2025-04-22,2025-04,Google Ads,29,0.369
2025-04-22,2025-04,Organic,10,0.38
2025-04-22,2025-04,Email,5,0.369
2025-04-23,2025-04,Google Ads,43,0.544
2025-04-23,2025-04,Affiliate,21,0.644
2025-04-23,2025-04,Google Ads,46,0.407
2025-04-23,2025-04,Organic,4,0.473
2025-04-23,2025-04,Meta,61,0.527
2025-04-23,2025-04,Organic,6,0.391
2025-04-23,2025-04,Affiliate,7,0.584
2025-04-23,2025-04,Email,10,0.456
2025-04-24,2025-04,Organic,7,0.473
2025-04-24,2025-04,Affiliate,13,0.535
2025-04-24,2025-04,Google Ads,14,0.402
2025-04-24,2025-04,Email,7,0.412
2025-04-24,2025-04,Affiliate,11,0.619
2025-04-24,2025-04,Google Ads,16,0.439
2025-04-24,2025-04,Meta,29,0.6
2025-04-24,2025-04,Email,12,0.399
2025-04-24,2025-04,Meta,33,0.577
2025-04-25,2025-04,Email,4,0.288
2025-04-25,2025-04,Email,6,0.518
2025-04-25,2025-04,Email,3,0.416
2025-04-25,2025-04,Organic,7,0.404
2025-04-25,2025-04,Affiliate,5,0.671
2025-04-25,2025-04,Meta,30,0.635
2025-04-25,2025-04,Google Ads,31,0.425
2025-04-25,2025-04,Affiliate,7,0.638
2025-04-25,2025-04,Google Ads,33,0.563
2025-04-25,2025-04,Meta,26,0.52
2025-04-26,2025-04,Affiliate,13,0.647
2025-04-26,2025-04,Meta,21,0.599
2025-04-26,2025-04,Organic,7,0.458
2025-04-26,2025-04,Email,9,0.44
2025-04-26,2025-04,Google Ads,42,0.543
2025-04-26,2025-04,Google Ads,18,0.429
2025-04-26,2025-04,Organic,4,0.375
2025-04-26,2025-04,Affiliate,9,0.539
2025-04-26,2025-04,Meta,12,0.57
2025-04-26,2025-04,Meta,11,0.504
2025-04-27,2025-04,Organic,13,0.458
2025-04-27,2025-04,Google Ads,19,0.407
2025-04-27,2025-04,Meta,28,0.638
2025-04-27,2025-04,Email,13,0.419
2025-04-27,2025-04,Google Ads,20,0.5
2025-04-27,2025-04,Affiliate,22,0.757
2025-04-27,2025-04,Meta,30,0.627
2025-04-27,2025-04,Google Ads,15,0.423
2025-04-28,2025-04,Organic,6,0.442
2025-04-28,2025-04,Email,3,0.457
2025-04-28,2025-04,Google Ads,14,0.526
2025-04-28,2025-04,Organic,3,0.512
2025-04-28,2025-04,Affiliate,5,0.578
2025-04-28,2025-04,Email,8,0.516
2025-04-28,2025-04,Google Ads,27,0.402
2025-04-28,2025-04,Google Ads,20,0.476
2025-04-28,2025-04,Affiliate,13,0.695
2025-04-28,2025-04,Meta,46,0.587
2025-04-29,2025-04,Affiliate,8,0.698
2025-04-29,2025-04,Google Ads,23,0.447
2025-04-29,2025-04,Google Ads,22,0.531
2025-04-29,2025-04,Email,4,0.406
2025-04-29,2025-04,Organic,18,0.456
2025-04-29,2025-04,Meta,18,0.558
2025-04-29,2025-04,Meta,18,0.631
2025-04-29,2025-04,Affiliate,10,0.705
2025-04-29,2025-04,Meta,24,0.565
2025-04-29,2025-04,Google Ads,30,0.415
2025-04-29,2025-04,Email,8,0.347
2025-04-30,2025-04,Affiliate,6,0.686
2025-04-30,2025-04,Affiliate,8,0.681
2025-04-30,2025-04,Google Ads,49,0.509
2025-04-30,2025-04,Meta,48,0.591
2025-04-30,2025-04,Affiliate,9,0.742
2025-04-30,2025-04,Organic,9,0.505
2025-04-30,2025-04,Google Ads,41,0.462
2025-04-30,2025-04,Email,12,0.423
2025-05-01,2025-05,Meta,14,0.574
2025-05-01,2025-05,Google Ads,89,0.397
2025-05-01,2025-05,Affiliate,8,0.579
2025-05-01,2025-05,Meta,30,0.685
2025-05-01,2025-05,Email,1,0.416
2025-05-01,2025-05,Organic,8,0.447
2025-05-01,2025-05,Affiliate,4,0.704
2025-05-01,2025-05,Affiliate,4,0.594
2025-05-01,2025-05,Meta,21,0.657
2025-05-01,2025-05,Organic,6,0.42
2025-05-01,2025-05,Email,3,0.41
2025-05-02,2025-05,Organic,4,0.384
2025-05-02,2025-05,Organic,2,0.374
2025-05-02,2025-05,Affiliate,6,0.685
2025-05-02,2025-05,Meta,21,0.605
2025-05-02,2025-05,Google Ads,60,0.485
2025-05-02,2025-05,Email,2,0.407
2025-05-02,2025-05,Meta,23,0.612
2025-05-02,2025-05,Affiliate,7,0.663
2025-05-02,2025-05,Email,6,0.452
2025-05-02,2025-05,Google Ads,50,0.414
2025-05-03,2025-05,Organic,3,0.43
2025-05-03,2025-05,Email,4,0.498
2025-05-03,2025-05,Meta,86,0.573
2025-05-03,2025-05,Google Ads,76,0.501
2025-05-03,2025-05,Affiliate,6,0.643
2025-05-03,2025-05,Affiliate,9,0.675
2025-05-03,2025-05,Organic,3,0.388
2025-05-03,2025-05,Organic,4,0.384
2025-05-04,2025-05,Google Ads,39,0.53
2025-05-04,2025-05,Affiliate,10,0.529
2025-05-04,2025-05,Affiliate,6,0.631
2025-05-04,2025-05,Meta,35,0.606
2025-05-04,2025-05,Email,5,0.432
2025-05-04,2025-05,Google Ads,32,0.493
2025-05-04,2025-05,Email,3,0.345
2025-05-04,2025-05,Organic,6,0.427
2025-05-04,2025-05,Meta,46,0.656
2025-05-04,2025-05,Organic,2,0.359
2025-05-04,2025-05,Organic,4,0.34
2025-05-05,2025-05,Google Ads,109,0.426
2025-05-05,2025-05,Meta,81,0.543
2025-05-05,2025-05,Organic,4,0.476
2025-05-05,2025-05,Organic,2,0.434
2025-05-05,2025-05,Email,7,0.364
2025-05-05,2025-05,Affiliate,31,0.616
2025-05-05,2025-05,Email,6,0.48
2025-05-06,2025-05,Google Ads,59,0.492
2025-05-06,2025-05,Google Ads,50,0.474
2025-05-06,2025-05,Affiliate,19,0.696
2025-05-06,2025-05,Email,4,0.455
2025-05-06,2025-05,Email,9,0.407
2025-05-06,2025-05,Organic,14,0.404
2025-05-06,2025-05,Meta,86,0.513
2025-05-07,2025-05,Organic,3,0.449
2025-05-07,2025-05,Meta,26,0.504
2025-05-07,2025-05,Organic,6,0.328
2025-05-07,2025-05,Google Ads,64,0.562
2025-05-07,2025-05,Meta,37,0.533
2025-05-07,2025-05,Email,26,0.49
2025-05-07,2025-05,Affiliate,6,0.657
2025-05-07,2025-05,Affiliate,6,0.656
2025-05-08,2025-05,Google Ads,71,0.383
2025-05-08,2025-05,Meta,41,0.6
2025-05-08,2025-05,Email,3,0.336
2025-05-08,2025-05,Email,4,0.356
2025-05-08,2025-05,Organic,4,0.422
2025-05-08,2025-05,Organic,4,0.351
2025-05-08,2025-05,Affiliate,14,0.646
2025-05-08,2025-05,Email,6,0.404
2025-05-08,2025-05,Meta,33,0.552
2025-05-09,2025-05,Affiliate,16,0.647
2025-05-09,2025-05,Email,4,0.391
2025-05-09,2025-05,Organic,5,0.426
2025-05-09,2025-05,Meta,62,0.541
2025-05-09,2025-05,Organic,5,0.399
2025-05-09,2025-05,Email,5,0.375
2025-05-09,2025-05,Google Ads,91,0.475
2025-05-10,2025-05,Google Ads,66,0.521
2025-05-10,2025-05,Affiliate,4,0.69
2025-05-10,2025-05,Email,7,0.442
2025-05-10,2025-05,Meta,34,0.606
2025-05-10,2025-05,Email,5,0.465
2025-05-10,2025-05,Affiliate,7,0.691
2025-05-10,2025-05,Meta,24,0.551
2025-05-10,2025-05,Organic,8,0.317
2025-05-10,2025-05,Organic,3,0.444
2025-05-11,2025-05,Meta,83,0.457
2025-05-11,2025-05,Email,3,0.494
2025-05-11,2025-05,Affiliate,12,0.667
2025-05-11,2025-05,Organic,10,0.416
2025-05-11,2025-05,Email,6,0.509
2025-05-11,2025-05,Google Ads,76,0.439
2025-05-11,2025-05,Affiliate,5,0.597
2025-05-11,2025-05,Affiliate,2,0.655
2025-05-11,2025-05,Organic,7,0.391
2025-05-12,2025-05,Google Ads,36,0.505
2025-05-12,2025-05,Affiliate,19,0.626
2025-05-12,2025-05,Google Ads,48,0.487
2025-05-12,2025-05,Meta,86,0.531
2025-05-12,2025-05,Email,4,0.501
2025-05-12,2025-05,Organic,3,0.301
2025-05-12,2025-05,Email,5,0.386
2025-05-12,2025-05,Organic,2,0.345
2025-05-13,2025-05,Email,9,0.514
2025-05-13,2025-05,Google Ads,52,0.424
2025-05-13,2025-05,Affiliate,10,0.679
2025-05-13,2025-05,Meta,56,0.562
2025-05-13,2025-05,Google Ads,51,0.551
2025-05-13,2025-05,Organic,6,0.396
2025-05-14,2025-05,Organic,5,0.446
2025-05-14,2025-05,Email,7,0.543
2025-05-14,2025-05,Google Ads,46,0.511
2025-05-14,2025-05,Email,6,0.512
2025-05-14,2025-05,Organic,7,0.464
2025-05-14,2025-05,Affiliate,6,0.711
2025-05-14,2025-05,Meta,83,0.575
2025-05-14,2025-05,Affiliate,6,0.68
2025-05-14,2025-05,Google Ads,43,0.471
2025-05-15,2025-05,Google Ads,36,0.368
2025-05-15,2025-05,Email,9,0.406
2025-05-15,2025-05,Meta,42,0.586
2025-05-15,2025-05,Meta,38,0.592
2025-05-15,2025-05,Organic,8,0.416
2025-05-15,2025-05,Affiliate,7,0.588
2025-05-15,2025-05,Google Ads,36,0.607
2025-05-15,2025-05,Affiliate,5,0.669
2025-05-15,2025-05,Organic,11,0.351
2025-05-16,2025-05,Email,6,0.406
2025-05-16,2025-05,Organic,13,0.291
